neighbor_type,neighbor_id,original_score,neighbor_score,delta_score,delta_coverage,within_tie
single,single_0,0.24206185567010305,0.24250171821305838,0.00043986254295533267,0.0,True
single,single_1,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_2,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_3,0.24206185567010305,0.22305351006381932,-0.019008345606283727,-0.04123711340206193,True
single,single_4,0.24206185567010305,0.2273264604810996,-0.014735395189003436,-0.04123711340206193,True
single,single_5,0.24206185567010305,0.22776632302405495,-0.014295532646048104,-0.04123711340206193,True
single,single_6,0.24206185567010305,0.23546391752577311,-0.0065979381443299345,-0.020618556701031077,True
single,single_7,0.24206185567010305,0.23590378006872845,-0.006158075601374602,-0.020618556701031077,True
single,single_8,0.24206185567010305,0.24721453117329406,0.005152675503191012,0.0,True
single,single_9,0.24206185567010305,0.23436426116838482,-0.007697594501718225,-0.020618556701031077,True
single,single_10,0.24206185567010305,0.23436426116838482,-0.007697594501718225,-0.020618556701031077,True
single,single_11,0.24206185567010305,0.23436426116838482,-0.007697594501718225,-0.020618556701031077,True
single,single_12,0.24206185567010305,0.24140206185567006,-0.0006597938144329851,0.0,True
single,single_13,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_14,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_15,0.24206185567010305,0.24096219931271476,-0.00109965635738829,0.0,True
single,single_16,0.24206185567010305,0.24096219931271476,-0.00109965635738829,0.0,True
single,single_17,0.24206185567010305,0.24140206185567006,-0.0006597938144329851,0.0,True
single,single_18,0.24206185567010305,0.2418419243986254,-0.00021993127147765246,0.0,True
single,single_19,0.24206185567010305,0.2570996563573883,0.015037800687285247,0.04561855670103088,True
single,single_20,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_21,0.24206185567010305,0.22493863524791358,-0.017123220422189472,-0.020618556701031077,True
single,single_22,0.24206185567010305,0.21790083456062836,-0.024161021109474684,-0.04123711340206193,False
single,single_23,0.24206185567010305,0.222613647520864,-0.01944820814923906,-0.04123711340206193,True
single,single_24,0.24206185567010305,0.21755522827687776,-0.02450662739322529,-0.061855670103092786,False
single,single_25,0.24206185567010305,0.2505017182130584,0.00843986254295534,0.02499999999999991,True
single,single_26,0.24206185567010305,0.2453490427098674,0.0032871870397643554,0.02499999999999991,True
single,single_27,0.24206185567010305,0.23734904270986742,-0.004712812960235624,0.0,True
single,single_28,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_29,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_30,0.24206185567010305,0.24162199312714772,-0.00043986254295533267,0.0,True
single,single_31,0.24206185567010305,0.2482199312714776,0.006158075601374546,0.020618556701030855,True
single,single_32,0.24206185567010305,0.2482199312714776,0.006158075601374546,0.020618556701030855,True
single,single_33,0.24206185567010305,0.24250171821305838,0.00043986254295533267,0.0,True
single,single_34,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_35,0.24206185567010305,0.22493863524791358,-0.017123220422189472,-0.020618556701031077,True
single,single_36,0.24206185567010305,0.222613647520864,-0.01944820814923906,-0.04123711340206193,True
single,single_37,0.24206185567010305,0.222613647520864,-0.01944820814923906,-0.04123711340206193,True
single,single_38,0.24206185567010305,0.22305351006381932,-0.019008345606283727,-0.04123711340206193,True
single,single_39,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_40,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_41,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_42,0.24206185567010305,0.25006185567010303,0.00799999999999998,0.02499999999999991,True
single,single_43,0.24206185567010305,0.23546391752577311,-0.0065979381443299345,-0.020618556701031077,True
single,single_44,0.24206185567010305,0.23546391752577311,-0.0065979381443299345,-0.020618556701031077,True
single,single_45,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_46,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_47,0.24206185567010305,0.24250171821305838,0.00043986254295533267,0.0,True
single,single_48,0.24206185567010305,0.2273264604810996,-0.014735395189003436,-0.04123711340206193,True
single,single_49,0.24206185567010305,0.2273264604810996,-0.014735395189003436,-0.04123711340206193,True
single,single_50,0.24206185567010305,0.22776632302405495,-0.014295532646048104,-0.04123711340206193,True
single,single_51,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_52,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_53,0.24206185567010305,0.22746391752577313,-0.014597938144329914,-0.04561855670103099,True
single,single_54,0.24206185567010305,0.22746391752577313,-0.014597938144329914,-0.04561855670103099,True
single,single_55,0.24206185567010305,0.22702405498281783,-0.015037800687285219,-0.04561855670103099,True
single,single_56,0.24206185567010305,0.24162199312714772,-0.00043986254295533267,0.0,True
single,single_57,0.24206185567010305,0.24162199312714772,-0.00043986254295533267,0.0,True
single,single_58,0.24206185567010305,0.24162199312714772,-0.00043986254295533267,0.0,True
single,single_59,0.24206185567010305,0.24162199312714772,-0.00043986254295533267,0.0,True
single,single_60,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_61,0.24206185567010305,0.24206185567010305,0.0,0.0,True
single,single_62,0.24206185567010305,0.23590378006872845,-0.006158075601374602,-0.020618556701031077,True
single,single_63,0.24206185567010305,0.2505017182130584,0.00843986254295534,0.02499999999999991,True
