label,delta_vs_windowed,delta_vs_shuffled,pass_deltas,p_value,pass_nulls,tie_rate,pass_orbits
CDEA_000,-0.18,-0.18,False,,,,
CDEA_001,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_002,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_003,-0.22,-0.22,False,,,,
CDEA_004,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_005,-0.21999999999999997,-0.21999999999999997,False,,,,
CDEA_006,-0.22,-0.22,False,,,,
CDEA_007,-0.25,-0.25,False,,,,
CDEA_008,-0.22,-0.22,False,,,,
CDEA_009,-0.25,-0.25,False,,,,
CDEA_010,-0.22,-0.22,False,,,,
CDEA_011,-0.2500000000000001,-0.2500000000000001,False,,,,
CDEA_012,-0.25,-0.25,False,,,,
CDEA_013,-0.07999999999999999,-0.07999999999999999,False,,,,
CDEA_014,-0.24000000000000005,-0.24000000000000005,False,,,,
CDEA_015,-0.09,-0.09,False,,,,
CDEA_016,-0.07999999999999999,-0.07999999999999999,False,,,,
CDEA_017,-0.27,-0.27,False,,,,
CDEA_018,-0.08000000000000007,-0.08000000000000007,False,,,,
CDEA_019,-0.18,-0.18,False,,,,
CDEA_020,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_021,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_022,-0.19999999999999996,-0.19999999999999996,False,,,,
CDEA_023,-0.21999999999999997,-0.21999999999999997,False,,,,
CDEA_024,-0.18999999999999997,-0.18999999999999997,False,,,,
CDEA_025,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_026,-0.21999999999999997,-0.21999999999999997,False,,,,
CDEA_027,-0.25,-0.25,False,,,,
CDEA_028,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_029,-0.26,-0.26,False,,,,
CDEA_030,-0.25,-0.25,False,,,,
CDEA_031,-0.25,-0.25,False,,,,
CDEA_032,-0.26,-0.26,False,,,,
CDEA_033,-0.09,-0.09,False,,,,
CDEA_034,-0.07999999999999999,-0.07999999999999999,False,,,,
CDEA_035,-0.09,-0.09,False,,,,
CDEA_036,-0.09,-0.09,False,,,,
CDEA_037,-0.18,-0.18,False,,,,
CDEA_038,-0.27,-0.27,False,,,,
CDEA_039,-0.18,-0.18,False,,,,
CDEA_040,-0.19999999999999996,-0.19999999999999996,False,,,,
CDEA_041,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_042,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_043,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_044,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_045,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_046,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_047,-0.26,-0.26,False,,,,
CDEA_048,-0.25999999999999995,-0.25999999999999995,False,,,,
CDEA_049,-0.26,-0.26,False,,,,
CDEA_050,-0.26,-0.26,False,,,,
CDEA_051,-0.08999999999999997,-0.08999999999999997,False,,,,
CDEA_052,-0.25,-0.25,False,,,,
CDEA_053,-0.09,-0.09,False,,,,
CDEA_054,-0.09,-0.09,False,,,,
CDEA_055,0.0,0.0,False,,,,
CDEA_056,-0.09,-0.09,False,,,,
CDEA_057,-0.18,-0.18,False,,,,
CDEA_058,-0.18,-0.18,False,,,,
CDEA_059,-0.18,-0.18,False,,,,
CDEA_060,-0.19999999999999998,-0.19999999999999998,False,,,,
CDEA_061,-0.20999999999999996,-0.20999999999999996,False,,,,
CDEA_062,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_063,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_064,-0.22999999999999998,-0.22999999999999998,False,,,,
CDEA_065,-0.24000000000000005,-0.24000000000000005,False,,,,
CDEA_066,-0.24000000000000005,-0.24000000000000005,False,,,,
CDEA_067,-0.26,-0.26,False,,,,
CDEA_068,-0.26,-0.26,False,,,,
CDEA_069,-0.27,-0.27,False,,,,
CDEA_070,-0.27,-0.27,False,,,,
CDEA_071,-0.09,-0.09,False,,,,
CDEA_072,-0.09,-0.09,False,,,,
CDEA_073,0.0,0.0,False,,,,
CDEA_074,0.0,0.0,False,,,,
CDEA_075,-0.18000000000000005,-0.18000000000000005,False,,,,
CDEA_076,-0.18,-0.18,False,,,,
CDEA_077,-0.18,-0.18,False,,,,
CDEA_078,-0.18,-0.18,False,,,,
CDEA_079,-0.27,-0.27,False,,,,
CDEA_080,-0.20999999999999994,-0.20999999999999994,False,,,,
CDEA_081,-0.20999999999999994,-0.20999999999999994,False,,,,
CDEA_082,-0.24000000000000005,-0.24000000000000005,False,,,,
CDEA_083,-0.24,-0.24,False,,,,
CDEA_084,-0.24000000000000005,-0.24000000000000005,False,,,,
CDEA_085,-0.24000000000000005,-0.24000000000000005,False,,,,
CDEA_086,-0.26,-0.26,False,,,,
CDEA_087,-0.27,-0.27,False,,,,
CDEA_088,-0.27,-0.27,False,,,,
CDEA_089,-0.27,-0.27,False,,,,
CDEA_090,-0.09,-0.09,False,,,,
CDEA_091,0.0,0.0,False,,,,
CDEA_092,0.0,0.0,False,,,,
CDEA_093,0.0,0.0,False,,,,
CDEA_094,0.0,0.0,False,,,,
CDEA_095,-0.18,-0.18,False,,,,
CDEA_096,-0.27,-0.27,False,,,,
CDEA_097,-0.27,-0.27,False,,,,
CDEA_098,-0.27,-0.27,False,,,,
CDEA_099,-0.27,-0.27,False,,,,
