label,seed_u64,weights_sha256,route_id,t2_sha256,classing,encrypts_to_ct,plaintext_97,pt_sha256,coverage,f_words,has_verb,delta_windowed,delta_shuffled,leakage_diff,notes
HEAD_179_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_180_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_181_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_182_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_183_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_184_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_185_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_186_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_187_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_188_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_189_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_190_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_191_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_192_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_193_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_194_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_195_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_196_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_197_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_198_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
HEAD_199_B,,d2b426b77c965c3ecd804c8d25c48ab45f0635db18275f68827cd48fa0d98be0,,,,false,,,,,,,,0.000,not_attempted
