control_type,modification,score,coverage,ngram,compress,delta_from_original,ratio_to_original
original,none,0.24206185567010305,0.6079896907216495,0.03402061855670103,0.10309278350515459,0.0,1.0
scrambled_anchors,anchors_permuted,0.19373711340206182,0.5048969072164948,0.028350515463917526,0.10309278350515459,-0.04832474226804123,0.800362010221465
permuted_seam,seam_at_74,0.2136082474226804,0.5711340206185567,0.028350515463917526,0.10309278350515459,-0.028453608247422657,0.8824531516183988
anchor_free,no_anchor_scoring,0.22693298969072162,0.6079896907216495,0.03402061855670103,0.10309278350515459,-0.015128865979381428,0.9375
random_shuffle,complete_shuffle,0.06326583210603828,0.1368556701030928,0.011340206185567008,0.05891016200294546,-0.17879602356406477,0.2613622535896812
