label,delta_vs_windowed,delta_vs_shuffled,pass_deltas,p_value,pass_nulls,tie_rate,pass_orbits
C12_000,0.0,0.0,False,,,,
C12_001,0.0,0.0,False,,,,
C12_002,0.0,0.0,False,,,,
C12_003,0.0,0.0,False,,,,
C12_004,0.0,0.0,False,,,,
C12_005,0.0,0.0,False,,,,
C12_006,0.0,0.0,False,,,,
C12_007,0.0,0.0,False,,,,
C12_008,0.0,0.0,False,,,,
C12_009,0.0,0.0,False,,,,
C12_010,0.0,0.0,False,,,,
C12_011,0.0,0.0,False,,,,
C12_012,0.0,0.0,False,,,,
C12_013,0.0,0.0,False,,,,
C12_014,0.0,0.0,False,,,,
C12_015,0.0,0.0,False,,,,
C12_016,0.0,0.0,False,,,,
C12_017,0.0,0.0,False,,,,
C12_018,0.0,0.0,False,,,,
C12_019,0.0,0.0,False,,,,
C12_020,0.0,0.0,False,,,,
C12_021,0.0,0.0,False,,,,
C12_022,0.0,0.0,False,,,,
C12_023,0.0,0.0,False,,,,
C12_024,0.0,0.0,False,,,,
C12_025,0.0,0.0,False,,,,
C12_026,0.0,0.0,False,,,,
C12_027,0.0,0.0,False,,,,
C12_028,0.0,0.0,False,,,,
C12_029,0.0,0.0,False,,,,
C12_030,0.0,0.0,False,,,,
C12_031,0.0,0.0,False,,,,
C12_032,0.0,0.0,False,,,,
C12_033,0.0,0.0,False,,,,
C12_034,0.0,0.0,False,,,,
C12_035,0.0,0.0,False,,,,
C12_036,0.0,0.0,False,,,,
C12_037,0.0,0.0,False,,,,
C12_038,0.0,0.0,False,,,,
C12_039,0.0,0.0,False,,,,
C12_040,0.0,0.0,False,,,,
C12_041,0.0,0.0,False,,,,
C12_042,0.0,0.0,False,,,,
C12_043,0.0,0.0,False,,,,
C12_044,0.0,0.0,False,,,,
C12_045,0.0,0.0,False,,,,
C12_046,0.0,0.0,False,,,,
C12_047,0.0,0.0,False,,,,
C12_048,0.0,0.0,False,,,,
C12_049,0.0,0.0,False,,,,
C12_050,0.0,0.0,False,,,,
C12_051,0.0,0.0,False,,,,
C12_052,0.0,0.0,False,,,,
C12_053,0.0,0.0,False,,,,
C12_054,0.0,0.0,False,,,,
C12_055,0.0,0.0,False,,,,
C12_056,0.0,0.0,False,,,,
C12_057,0.0,0.0,False,,,,
C12_058,0.0,0.0,False,,,,
C12_059,0.0,0.0,False,,,,
C12_060,0.0,0.0,False,,,,
C12_061,0.0,0.0,False,,,,
C12_062,0.0,0.0,False,,,,
C12_063,0.0,0.0,False,,,,
C12_064,0.0,0.0,False,,,,
C12_065,0.0,0.0,False,,,,
C12_066,0.0,0.0,False,,,,
C12_067,0.0,0.0,False,,,,
C12_068,0.0,0.0,False,,,,
C12_069,0.0,0.0,False,,,,
C12_070,0.0,0.0,False,,,,
C12_071,0.0,0.0,False,,,,
C12_072,0.0,0.0,False,,,,
C12_073,0.0,0.0,False,,,,
C12_074,0.0,0.0,False,,,,
C12_075,0.0,0.0,False,,,,
C12_076,0.0,0.0,False,,,,
C12_077,0.0,0.0,False,,,,
C12_078,0.0,0.0,False,,,,
C12_079,0.0,0.0,False,,,,
C12_080,0.0,0.0,False,,,,
C12_081,0.0,0.0,False,,,,
C12_082,0.0,0.0,False,,,,
C12_083,0.0,0.0,False,,,,
C12_084,0.0,0.0,False,,,,
C12_085,0.0,0.0,False,,,,
C12_086,0.0,0.0,False,,,,
C12_087,0.0,0.0,False,,,,
C12_088,0.0,0.0,False,,,,
C12_089,0.0,0.0,False,,,,
C12_090,0.0,0.0,False,,,,
C12_091,0.0,0.0,False,,,,
C12_092,0.0,0.0,False,,,,
C12_093,0.0,0.0,False,,,,
C12_094,0.0,0.0,False,,,,
C12_095,0.0,0.0,False,,,,
C12_096,0.0,0.0,False,,,,
C12_097,0.0,0.0,False,,,,
C12_098,0.0,0.0,False,,,,
C12_099,0.0,0.0,False,,,,
