seed_label,route,length,fixed_score,windowed_score,shuffled_score,delta_windowed,delta_shuffled,pass_deltas
B0053,HL_6x17,74,2.057257734429867,2.057257734429867,2.057257734429867,0.0,0.0,False
B0053,HR_6x17,74,1.6241295938444478,1.6241295938444478,1.6241295938444478,0.0,0.0,False
B0053,HL_10x10,74,1.6552334686930876,1.6552334686930876,1.6552334686930876,0.0,0.0,False
B0053,HR_10x10,74,2.057257734429867,2.057257734429867,2.057257734429867,0.0,0.0,False
B0053,HL_14x7,74,2.0096731613700314,2.0096731613700314,2.0096731613700314,0.0,0.0,False
B0053,HR_14x7,74,1.6552334686930876,1.6552334686930876,1.6552334686930876,0.0,0.0,False
B0053,GRID_10x10_NA1,74,3.296623842948863,3.296623842948863,3.296623842948863,0.0,0.0,False
B0053,GRID_10x10_NA2,74,3.7629574350201054,3.7629574350201054,3.7629574350201054,0.0,0.0,False
B0053,GRID_10x10_NA3,74,3.563968781168601,3.563968781168601,3.563968781168601,0.0,0.0,False
B0053,SPOKE_10x10_NA1,74,3.296623842948863,3.296623842948863,3.296623842948863,0.0,0.0,False
B0053,SPOKE_10x10_NA2,74,3.7629574350201054,3.7629574350201054,3.7629574350201054,0.0,0.0,False
B0053,SPOKE_10x10_NA3,74,3.563968781168601,3.563968781168601,3.563968781168601,0.0,0.0,False
B0027,GRID_6x17,74,1.2801099245305827,1.2801099245305827,1.2801099245305827,0.0,0.0,False
B0027,GRID_9x11,74,0.0656308207715143,0.0656308207715143,0.0656308207715143,0.0,0.0,False
B0027,GRID_10x10,74,0.41376578353690996,0.41376578353690996,0.41376578353690996,0.0,0.0,False
B0027,GRID_11x9,74,0.2660933506542391,0.2660933506542391,0.2660933506542391,0.0,0.0,False
B0027,GRID_14x7,74,0.5485329708767869,0.5485329708767869,0.5485329708767869,0.0,0.0,False
B0027,GRID_17x6,74,0.8469817839451637,0.8469817839451637,0.8469817839451637,0.0,0.0,False
B0027,GRID_21x5,74,0.5982191205738059,0.5982191205738059,0.5982191205738059,0.0,0.0,False
B0027,GRID_25x4,74,-0.09813866477981995,-0.09813866477981995,-0.09813866477981995,0.0,0.0,False
B0027,GRID_33x3,74,-0.1188225162653817,-0.1188225162653817,-0.1188225162653817,0.0,0.0,False
B0027,SPOKE_6x17,74,0.7661038995766708,0.7661038995766708,0.7661038995766708,0.0,0.0,False
B0027,SPOKE_9x11,74,0.009639941162947911,0.009639941162947911,0.009639941162947911,0.0,0.0,False
B0027,SPOKE_10x10,74,1.0811212706790785,1.0811212706790785,1.0811212706790785,0.0,0.0,False
B0027,SPOKE_11x9,74,0.6542100001823722,0.6542100001823722,0.6542100001823722,0.0,0.0,False
B0027,SPOKE_14x7,74,0.948455659976384,0.948455659976384,0.948455659976384,0.0,0.0,False
B0027,SPOKE_17x6,74,0.871780928882256,0.871780928882256,0.871780928882256,0.0,0.0,False
B0027,SPOKE_21x5,74,1.3608999490762417,1.3608999490762417,1.3608999490762417,0.0,0.0,False
B0027,SPOKE_25x4,74,1.6531318920559053,1.6531318920559053,1.6531318920559053,0.0,0.0,False
B0027,SPOKE_33x3,74,2.405480557018098,2.405480557018098,2.405480557018098,0.0,0.0,False
B0027,RAILFENCE_2,74,-0.12092409290256406,-0.12092409290256406,-0.12092409290256406,0.0,0.0,False
B0027,RAILFENCE_3,74,-0.06703478993118013,-0.06703478993118013,-0.06703478993118013,0.0,0.0,False
B0027,RAILFENCE_4,74,-0.19813866477981995,-0.19813866477981995,-0.19813866477981995,0.0,0.0,False
B0027,RAILFENCE_5,74,-0.19192179469110685,-0.19192179469110685,-0.19192179469110685,0.0,0.0,False
B0027,RAILFENCE_7,74,-0.2059172707225878,-0.2059172707225878,-0.2059172707225878,0.0,0.0,False
B0027,RAILFENCE_9,74,0.06142766749714926,0.06142766749714926,0.06142766749714926,0.0,0.0,False
B0027,RAILFENCE_11,74,0.44066650511118466,0.44066650511118466,0.44066650511118466,0.0,0.0,False
B0027,RAILFENCE_13,74,-0.5250499352765262,-0.5250499352765262,-0.5250499352765262,0.0,0.0,False
B0027,RAILFENCE_17,74,0.04074381601158758,0.04074381601158758,0.04074381601158758,0.0,0.0,False
B0027,HL_6x17,74,2.165036340372635,2.165036340372635,2.165036340372635,0.0,0.0,False
B0027,HR_6x17,74,1.6759173201786493,1.6759173201786493,1.6759173201786493,0.0,0.0,False
B0027,HL_10x10,74,1.7630120746358553,1.7630120746358553,1.7630120746358553,0.0,0.0,False
B0027,HR_10x10,74,2.165036340372635,2.165036340372635,2.165036340372635,0.0,0.0,False
B0027,HL_14x7,74,1.901894555427263,1.901894555427263,1.901894555427263,0.0,0.0,False
B0027,HR_14x7,74,1.7630120746358553,1.7630120746358553,1.7630120746358553,0.0,0.0,False
B0027,GRID_10x10_NA1,74,3.1888452370060953,3.1888452370060953,3.1888452370060953,0.0,0.0,False
B0027,GRID_10x10_NA2,74,3.870736040962873,3.870736040962873,3.870736040962873,0.0,0.0,False
B0027,GRID_10x10_NA3,74,3.563968781168601,3.563968781168601,3.563968781168601,0.0,0.0,False
B0027,SPOKE_10x10_NA1,74,3.1888452370060953,3.1888452370060953,3.1888452370060953,0.0,0.0,False
B0027,SPOKE_10x10_NA2,74,3.870736040962873,3.870736040962873,3.870736040962873,0.0,0.0,False
B0027,SPOKE_10x10_NA3,74,3.563968781168601,3.563968781168601,3.563968781168601,0.0,0.0,False
B0006,GRID_6x17,75,1.2511494806284298,1.2511494806284298,1.2511494806284298,0.0,0.0,False
B0006,GRID_9x11,75,0.050818772090305414,0.050818772090305414,0.050818772090305414,0.0,0.0,False
B0006,GRID_10x10,75,0.5026981527115368,0.5026981527115368,0.5026981527115368,0.0,0.0,False
B0006,GRID_11x9,75,0.3482974646558489,0.3482974646558489,0.3482974646558489,0.0,0.0,False
B0006,GRID_14x7,75,0.10293832515463905,0.10293832515463905,0.10293832515463905,0.0,0.0,False
B0006,GRID_17x6,75,0.7164324943060302,0.7164324943060302,0.7164324943060302,0.0,0.0,False
B0006,GRID_21x5,75,0.3953053689805741,0.3953053689805741,0.3953053689805741,0.0,0.0,False
B0006,GRID_25x4,75,-0.1097447905724227,-0.1097447905724227,-0.1097447905724227,0.0,0.0,False
B0006,GRID_33x3,75,-0.13219751686735365,-0.13219751686735365,-0.13219751686735365,0.0,0.0,False
B0006,SPOKE_6x17,75,0.8257832491743067,0.8257832491743067,0.8257832491743067,0.0,0.0,False
B0006,SPOKE_9x11,75,-0.0034032327088917708,-0.0034032327088917708,-0.0034032327088917708,0.0,0.0,False
B0006,SPOKE_10x10,75,1.0568586683241223,1.0568586683241223,1.0568586683241223,0.0,0.0,False
B0006,SPOKE_11x9,75,0.6335948886048617,0.6335948886048617,0.6335948886048617,0.0,0.0,False
B0006,SPOKE_14x7,75,0.8196203745672659,0.8196203745672659,0.8196203745672659,0.0,0.0,False
B0006,SPOKE_17x6,75,1.1140898701280644,1.1140898701280644,1.1140898701280644,0.0,0.0,False
B0006,SPOKE_21x5,75,1.4903457455225995,1.4903457455225995,1.4903457455225995,0.0,0.0,False
B0006,SPOKE_25x4,75,1.6212424814159245,1.6212424814159245,1.6212424814159245,0.0,0.0,False
B0006,SPOKE_33x3,75,2.258240602729679,2.258240602729679,2.258240602729679,0.0,0.0,False
B0006,RAILFENCE_2,75,0.025212368193079412,0.025212368193079412,0.025212368193079412,0.0,0.0,False
B0006,RAILFENCE_3,75,-0.08007796380301982,-0.08007796380301982,-0.08007796380301982,0.0,0.0,False
B0006,RAILFENCE_4,75,-0.2097447905724227,-0.2097447905724227,-0.2097447905724227,0.0,0.0,False
B0006,RAILFENCE_5,75,-0.20463314183281422,-0.20463314183281422,-0.20463314183281422,0.0,0.0,False
B0006,RAILFENCE_7,75,-0.21608634843595362,-0.21608634843595362,-0.21608634843595362,0.0,0.0,False
B0006,RAILFENCE_9,75,0.048716320355441864,0.048716320355441864,0.048716320355441864,0.0,0.0,False
B0006,RAILFENCE_11,75,0.5057073497162818,0.5057073497162818,0.5057073497162818,0.0,0.0,False
B0006,RAILFENCE_13,75,-0.5330085702916829,-0.5330085702916829,-0.5330085702916829,0.0,0.0,False
B0006,RAILFENCE_17,75,0.026263594060511014,0.026263594060511014,0.026263594060511014,0.0,0.0,False
B0006,HL_6x17,75,2.0210023089728226,2.0210023089728226,2.0210023089728226,0.0,0.0,False
B0006,HR_6x17,75,1.9402671550065171,1.9402671550065171,1.9402671550065171,0.0,0.0,False
B0006,HL_10x10,75,1.4106618174237262,1.4106618174237262,1.4106618174237262,0.0,0.0,False
B0006,HR_10x10,75,2.0210023089728226,2.0210023089728226,2.0210023089728226,0.0,0.0,False
B0006,HL_14x7,75,2.288958655366513,2.288958655366513,2.288958655366513,0.0,0.0,False
B0006,HR_14x7,75,1.4106618174237262,1.4106618174237262,1.4106618174237262,0.0,0.0,False
B0006,GRID_10x10_NA1,75,3.221333017510947,3.221333017510947,3.221333017510947,0.0,0.0,False
B0006,GRID_10x10_NA2,75,3.7049816766364456,3.7049816766364456,3.7049816766364456,0.0,0.0,False
B0006,GRID_10x10_NA3,75,3.592477244165874,3.592477244165874,3.592477244165874,0.0,0.0,False
B0006,SPOKE_10x10_NA1,75,3.221333017510947,3.221333017510947,3.221333017510947,0.0,0.0,False
B0006,SPOKE_10x10_NA2,75,3.7049816766364456,3.7049816766364456,3.7049816766364456,0.0,0.0,False
B0006,SPOKE_10x10_NA3,75,3.592477244165874,3.592477244165874,3.592477244165874,0.0,0.0,False
B0022,GRID_6x17,75,1.2511494806284298,1.2511494806284298,1.2511494806284298,0.0,0.0,False
B0022,GRID_9x11,75,0.31562144088170097,0.31562144088170097,0.31562144088170097,0.0,0.0,False
B0022,GRID_10x10,75,0.772612470242541,0.772612470242541,0.772612470242541,0.0,0.0,False
B0022,GRID_11x9,75,0.45463902251937993,0.45463902251937993,0.45463902251937993,0.0,0.0,False
B0022,GRID_14x7,75,0.3442370417836721,0.3442370417836721,0.3442370417836721,0.0,0.0,False
B0022,GRID_17x6,75,0.8227740521695612,0.8227740521695612,0.8227740521695612,0.0,0.0,False
B0022,GRID_21x5,75,0.501646926844105,0.501646926844105,0.501646926844105,0.0,0.0,False
B0022,GRID_25x4,75,-0.1097447905724227,-0.1097447905724227,-0.1097447905724227,0.0,0.0,False
B0022,GRID_33x3,75,-0.23853907473088448,-0.23853907473088448,-0.23853907473088448,0.0,0.0,False
B0022,SPOKE_6x17,75,0.9321248070378373,0.9321248070378373,0.9321248070378373,0.0,0.0,False
B0022,SPOKE_9x11,75,-0.0034032327088917708,-0.0034032327088917708,-0.0034032327088917708,0.0,0.0,False
B0022,SPOKE_10x10,75,1.0568586683241223,1.0568586683241223,1.0568586683241223,0.0,0.0,False
B0022,SPOKE_11x9,75,0.6335948886048617,0.6335948886048617,0.6335948886048617,0.0,0.0,False
B0022,SPOKE_14x7,75,0.8196203745672659,0.8196203745672659,0.8196203745672659,0.0,0.0,False
B0022,SPOKE_17x6,75,0.9556287592001996,0.9556287592001996,0.9556287592001996,0.0,0.0,False
B0022,SPOKE_21x5,75,1.3318846345947346,1.3318846345947346,1.3318846345947346,0.0,0.0,False
B0022,SPOKE_25x4,75,1.6212424814159245,1.6212424814159245,1.6212424814159245,0.0,0.0,False
B0022,SPOKE_33x3,75,2.258240602729679,2.258240602729679,2.258240602729679,0.0,0.0,False
B0022,RAILFENCE_2,75,0.13155392605661026,0.13155392605661026,0.13155392605661026,0.0,0.0,False
B0022,RAILFENCE_3,75,-0.08007796380301982,-0.08007796380301982,-0.08007796380301982,0.0,0.0,False
B0022,RAILFENCE_4,75,-0.10340323270889178,-0.10340323270889178,-0.10340323270889178,0.0,0.0,False
B0022,RAILFENCE_5,75,-0.20463314183281422,-0.20463314183281422,-0.20463314183281422,0.0,0.0,False
B0022,RAILFENCE_7,75,-0.21608634843595362,-0.21608634843595362,-0.21608634843595362,0.0,0.0,False
B0022,RAILFENCE_9,75,0.1550578782189728,0.1550578782189728,0.1550578782189728,0.0,0.0,False
B0022,RAILFENCE_11,75,0.6120489075798128,0.6120489075798128,0.6120489075798128,0.0,0.0,False
B0022,RAILFENCE_13,75,-0.320325454564621,-0.320325454564621,-0.320325454564621,0.0,0.0,False
B0022,RAILFENCE_17,75,0.7153812684385985,0.7153812684385985,0.7153812684385985,0.0,0.0,False
B0022,HL_6x17,75,2.2091302466700897,2.2091302466700897,2.2091302466700897,0.0,0.0,False
B0022,HR_6x17,75,2.022053534840254,2.022053534840254,2.022053534840254,0.0,0.0,False
B0022,HL_10x10,75,1.3043202595601955,1.3043202595601955,1.3043202595601955,0.0,0.0,False
B0022,HR_10x10,75,2.2091302466700897,2.2091302466700897,2.2091302466700897,0.0,0.0,False
B0022,HL_14x7,75,1.8646436497798209,1.8646436497798209,1.8646436497798209,0.0,0.0,False
B0022,HR_14x7,75,1.3043202595601955,1.3043202595601955,1.3043202595601955,0.0,0.0,False
B0022,GRID_10x10_NA1,75,3.1395466376772108,3.1395466376772108,3.1395466376772108,0.0,0.0,False
B0022,GRID_10x10_NA2,75,3.7049816766364456,3.7049816766364456,3.7049816766364456,0.0,0.0,False
B0022,GRID_10x10_NA3,75,3.486135686302343,3.486135686302343,3.486135686302343,0.0,0.0,False
B0022,SPOKE_10x10_NA1,75,3.1395466376772108,3.1395466376772108,3.1395466376772108,0.0,0.0,False
B0022,SPOKE_10x10_NA2,75,3.7049816766364456,3.7049816766364456,3.7049816766364456,0.0,0.0,False
B0022,SPOKE_10x10_NA3,75,3.486135686302343,3.486135686302343,3.486135686302343,0.0,0.0,False
B0042,GRID_6x17,75,1.2511494806284298,1.2511494806284298,1.2511494806284298,0.0,0.0,False
B0042,GRID_9x11,75,-0.055522785773225586,-0.055522785773225586,-0.055522785773225586,0.0,0.0,False
B0042,GRID_10x10,75,0.3442370417836721,0.3442370417836721,0.3442370417836721,0.0,0.0,False
B0042,GRID_11x9,75,0.5067585755837136,0.5067585755837136,0.5067585755837136,0.0,0.0,False
B0042,GRID_14x7,75,0.026263594060511014,0.026263594060511014,0.026263594060511014,0.0,0.0,False
B0042,GRID_17x6,75,0.7164324943060302,0.7164324943060302,0.7164324943060302,0.0,0.0,False
B0042,GRID_21x5,75,0.3431858159162404,0.3431858159162404,0.3431858159162404,0.0,0.0,False
B0042,GRID_25x4,75,-0.1097447905724227,-0.1097447905724227,-0.1097447905724227,0.0,0.0,False
B0042,GRID_33x3,75,-0.23853907473088448,-0.23853907473088448,-0.23853907473088448,0.0,0.0,False
B0042,SPOKE_6x17,75,1.0619703170637307,1.0619703170637307,1.0619703170637307,0.0,0.0,False
B0042,SPOKE_9x11,75,-0.0034032327088917708,-0.0034032327088917708,-0.0034032327088917708,0.0,0.0,False
B0042,SPOKE_10x10,75,1.0568586683241223,1.0568586683241223,1.0568586683241223,0.0,0.0,False
B0042,SPOKE_11x9,75,0.6335948886048617,0.6335948886048617,0.6335948886048617,0.0,0.0,False
B0042,SPOKE_14x7,75,0.8196203745672659,0.8196203745672659,0.8196203745672659,0.0,0.0,False
B0042,SPOKE_17x6,75,1.1151410959954962,1.1151410959954962,1.1151410959954962,0.0,0.0,False
B0042,SPOKE_21x5,75,1.3318846345947346,1.3318846345947346,1.3318846345947346,0.0,0.0,False
B0042,SPOKE_25x4,75,1.6212424814159245,1.6212424814159245,1.6212424814159245,0.0,0.0,False
B0042,SPOKE_33x3,75,2.258240602729679,2.258240602729679,2.258240602729679,0.0,0.0,False
B0042,RAILFENCE_2,75,-0.026907184871254403,-0.026907184871254403,-0.026907184871254403,0.0,0.0,False
B0042,RAILFENCE_3,75,-0.08007796380301982,-0.08007796380301982,-0.08007796380301982,0.0,0.0,False
B0042,RAILFENCE_4,75,-0.2097447905724227,-0.2097447905724227,-0.2097447905724227,0.0,0.0,False
B0042,RAILFENCE_5,75,-0.20463314183281422,-0.20463314183281422,-0.20463314183281422,0.0,0.0,False
B0042,RAILFENCE_7,75,-0.21608634843595362,-0.21608634843595362,-0.21608634843595362,0.0,0.0,False
B0042,RAILFENCE_9,75,0.048716320355441864,0.048716320355441864,0.048716320355441864,0.0,0.0,False
B0042,RAILFENCE_11,75,0.5302625277460762,0.5302625277460762,0.5302625277460762,0.0,0.0,False
B0042,RAILFENCE_13,75,-0.5330085702916829,-0.5330085702916829,-0.5330085702916829,0.0,0.0,False
B0042,RAILFENCE_17,75,0.13260515192404201,0.13260515192404201,0.13260515192404201,0.0,0.0,False
B0042,HL_6x17,75,2.0210023089728226,2.0210023089728226,2.0210023089728226,0.0,0.0,False
B0042,HR_6x17,75,1.4862853226504222,1.4862853226504222,1.4862853226504222,0.0,0.0,False
B0042,HL_10x10,75,1.3043202595601955,1.3043202595601955,1.3043202595601955,0.0,0.0,False
B0042,HR_10x10,75,2.0210023089728226,2.0210023089728226,2.0210023089728226,0.0,0.0,False
B0042,HL_14x7,75,1.7583020919162897,1.7583020919162897,1.7583020919162897,0.0,0.0,False
B0042,HR_14x7,75,1.3043202595601955,1.3043202595601955,1.3043202595601955,0.0,0.0,False
B0042,GRID_10x10_NA1,75,3.1395466376772108,3.1395466376772108,3.1395466376772108,0.0,0.0,False
B0042,GRID_10x10_NA2,75,3.7049816766364456,3.7049816766364456,3.7049816766364456,0.0,0.0,False
B0042,GRID_10x10_NA3,75,3.5106908643321377,3.5106908643321377,3.5106908643321377,0.0,0.0,False
B0042,SPOKE_10x10_NA1,75,3.1395466376772108,3.1395466376772108,3.1395466376772108,0.0,0.0,False
B0042,SPOKE_10x10_NA2,75,3.7049816766364456,3.7049816766364456,3.7049816766364456,0.0,0.0,False
B0042,SPOKE_10x10_NA3,75,3.5106908643321377,3.5106908643321377,3.5106908643321377,0.0,0.0,False
B0024,GRID_6x17,75,1.2511494806284298,1.2511494806284298,1.2511494806284298,0.0,0.0,False
B0024,GRID_9x11,75,0.31562144088170097,0.31562144088170097,0.31562144088170097,0.0,0.0,False
B0024,GRID_10x10,75,0.66627091237901,0.66627091237901,0.66627091237901,0.0,0.0,False
B0024,GRID_11x9,75,0.720492917178207,0.720492917178207,0.720492917178207,0.0,0.0,False
B0024,GRID_14x7,75,0.5323649794809396,0.5323649794809396,0.5323649794809396,0.0,0.0,False
B0024,GRID_17x6,75,0.5283045566087627,0.5283045566087627,0.5283045566087627,0.0,0.0,False
B0024,GRID_21x5,75,0.501646926844105,0.501646926844105,0.501646926844105,0.0,0.0,False
B0024,GRID_25x4,75,-0.0034032327088917708,-0.0034032327088917708,-0.0034032327088917708,0.0,0.0,False
B0024,GRID_33x3,75,-0.23853907473088448,-0.23853907473088448,-0.23853907473088448,0.0,0.0,False
B0024,SPOKE_6x17,75,0.9321248070378373,0.9321248070378373,0.9321248070378373,0.0,0.0,False
B0024,SPOKE_9x11,75,0.10293832515463905,0.10293832515463905,0.10293832515463905,0.0,0.0,False
B0024,SPOKE_10x10,75,0.9505171104605912,0.9505171104605912,0.9505171104605912,0.0,0.0,False
B0024,SPOKE_11x9,75,0.7399364464683928,0.7399364464683928,0.7399364464683928,0.0,0.0,False
B0024,SPOKE_14x7,75,0.8196203745672659,0.8196203745672659,0.8196203745672659,0.0,0.0,False
B0024,SPOKE_17x6,75,0.9556287592001996,0.9556287592001996,0.9556287592001996,0.0,0.0,False
B0024,SPOKE_21x5,75,1.2500982547609982,1.2500982547609982,1.2500982547609982,0.0,0.0,False
B0024,SPOKE_25x4,75,1.5394561015821882,1.5394561015821882,1.5394561015821882,0.0,0.0,False
B0024,SPOKE_33x3,75,2.258240602729679,2.258240602729679,2.258240602729679,0.0,0.0,False
B0024,RAILFENCE_2,75,0.29001503698447495,0.29001503698447495,0.29001503698447495,0.0,0.0,False
B0024,RAILFENCE_3,75,0.07838314712484484,0.07838314712484484,0.07838314712484484,0.0,0.0,False
B0024,RAILFENCE_4,75,-0.0034032327088917708,-0.0034032327088917708,-0.0034032327088917708,0.0,0.0,False
B0024,RAILFENCE_5,75,-0.04617203090494949,-0.04617203090494949,-0.04617203090494949,0.0,0.0,False
B0024,RAILFENCE_7,75,-0.21608634843595362,-0.21608634843595362,-0.21608634843595362,0.0,0.0,False
B0024,RAILFENCE_9,75,0.3135189891468375,0.3135189891468375,0.3135189891468375,0.0,0.0,False
B0024,RAILFENCE_11,75,0.6120489075798128,0.6120489075798128,0.6120489075798128,0.0,0.0,False
B0024,RAILFENCE_13,75,-0.42666701242815197,-0.42666701242815197,-0.42666701242815197,0.0,0.0,False
B0024,RAILFENCE_17,75,0.873842379366463,0.873842379366463,0.873842379366463,0.0,0.0,False
B0024,HL_6x17,75,2.2091302466700897,2.2091302466700897,2.2091302466700897,0.0,0.0,False
