neighbor_type,neighbor_id,original_score,neighbor_score,delta_score,delta_coverage,within_tie
double,double_66,0.16,0.07166666666666667,-0.08833333333333333,-0.27222222222222225,False
double,double_67,0.16,0.07055555555555555,-0.08944444444444445,-0.27222222222222225,False
double,double_68,0.16,0.07444444444444445,-0.08555555555555555,-0.27222222222222225,False
double,double_69,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_70,0.16,0.10499999999999998,-0.05500000000000002,-0.16666666666666674,False
double,double_71,0.16,0.10499999999999998,-0.05500000000000002,-0.16666666666666674,False
double,double_72,0.16,0.10777777777777776,-0.05222222222222224,-0.16666666666666674,False
double,double_73,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_74,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_75,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_76,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_77,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_78,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_79,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_80,0.16,0.09583333333333333,-0.06416666666666668,-0.1916666666666667,False
double,double_81,0.16,0.07055555555555555,-0.08944444444444445,-0.27222222222222225,False
double,double_82,0.16,0.06944444444444445,-0.09055555555555556,-0.27222222222222225,False
double,double_83,0.16,0.07333333333333333,-0.08666666666666667,-0.27222222222222225,False
double,double_84,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_85,0.16,0.1072222222222222,-0.0527777777777778,-0.16666666666666674,False
double,double_86,0.16,0.10888888888888887,-0.051111111111111135,-0.16666666666666674,False
double,double_87,0.16,0.125,-0.035,-0.11111111111111116,False
double,double_88,0.16,0.125,-0.035,-0.11111111111111116,False
double,double_89,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_90,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_91,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_92,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_93,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_94,0.16,0.09694444444444443,-0.06305555555555557,-0.1916666666666667,False
double,double_95,0.16,0.07166666666666667,-0.08833333333333333,-0.27222222222222225,False
double,double_96,0.16,0.07055555555555555,-0.08944444444444445,-0.27222222222222225,False
double,double_97,0.16,0.07444444444444445,-0.08555555555555555,-0.27222222222222225,False
double,double_98,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_99,0.16,0.145,-0.015000000000000013,-0.05555555555555558,True
double,double_100,0.16,0.14333333333333334,-0.016666666666666663,-0.05555555555555558,True
double,double_101,0.16,0.14333333333333334,-0.016666666666666663,-0.05555555555555558,True
double,double_102,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_103,0.16,0.1411111111111111,-0.0188888888888889,-0.05555555555555558,True
double,double_104,0.16,0.1411111111111111,-0.0188888888888889,-0.05555555555555558,True
double,double_105,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_106,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_107,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_108,0.16,0.10499999999999998,-0.05500000000000002,-0.16666666666666674,False
double,double_109,0.16,0.10388888888888888,-0.056111111111111125,-0.16666666666666674,False
double,double_110,0.16,0.10777777777777776,-0.05222222222222224,-0.16666666666666674,False
double,double_111,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_112,0.16,0.16749999999999998,0.007499999999999979,0.02499999999999991,True
double,double_113,0.16,0.14333333333333334,-0.016666666666666663,-0.05555555555555558,True
double,double_114,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_115,0.16,0.1411111111111111,-0.0188888888888889,-0.05555555555555558,True
double,double_116,0.16,0.1411111111111111,-0.0188888888888889,-0.05555555555555558,True
double,double_117,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_118,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_119,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_120,0.16,0.10499999999999998,-0.05500000000000002,-0.16666666666666674,False
double,double_121,0.16,0.10388888888888888,-0.056111111111111125,-0.16666666666666674,False
double,double_122,0.16,0.10777777777777776,-0.05222222222222224,-0.16666666666666674,False
double,double_123,0.16,0.14222222222222222,-0.01777777777777778,-0.05555555555555558,True
double,double_124,0.16,0.14333333333333334,-0.016666666666666663,-0.05555555555555558,True
double,double_125,0.16,0.145,-0.015000000000000013,-0.05555555555555558,True
double,double_126,0.16,0.1438888888888889,-0.016111111111111104,-0.05555555555555558,True
double,double_127,0.16,0.1438888888888889,-0.016111111111111104,-0.05555555555555558,True
double,double_128,0.16,0.145,-0.015000000000000013,-0.05555555555555558,True
double,double_129,0.16,0.145,-0.015000000000000013,-0.05555555555555558,True
double,double_130,0.16,0.12555555555555556,-0.034444444444444444,-0.11111111111111116,False
double,double_131,0.16,0.10777777777777776,-0.05222222222222224,-0.16666666666666674,False
double,double_132,0.16,0.10666666666666666,-0.053333333333333344,-0.16666666666666674,False
double,double_133,0.16,0.11055555555555555,-0.04944444444444446,-0.16666666666666674,False
double,double_134,0.16,0.145,-0.015000000000000013,-0.05555555555555558,True
double,double_135,0.16,0.16,0.0,0.0,True
double,double_136,0.16,0.16166666666666665,0.0016666666666666496,0.0,True
double,double_137,0.16,0.16,0.0,0.0,True
double,double_138,0.16,0.16111111111111112,0.0011111111111111183,0.0,True
double,double_139,0.16,0.16111111111111112,0.0011111111111111183,0.0,True
double,double_140,0.16,0.14166666666666666,-0.01833333333333334,-0.05555555555555558,True
double,double_141,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_142,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_143,0.16,0.12666666666666665,-0.033333333333333354,-0.11111111111111116,False
double,double_144,0.16,0.16111111111111112,0.0011111111111111183,0.0,True
double,double_145,0.16,0.16,0.0,0.0,True
double,double_146,0.16,0.16,0.0,0.0,True
double,double_147,0.16,0.16111111111111112,0.0011111111111111183,0.0,True
double,double_148,0.16,0.16111111111111112,0.0011111111111111183,0.0,True
double,double_149,0.16,0.14166666666666666,-0.01833333333333334,-0.05555555555555558,True
double,double_150,0.16,0.12388888888888888,-0.03611111111111112,-0.11111111111111116,False
double,double_151,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_152,0.16,0.12666666666666665,-0.033333333333333354,-0.11111111111111116,False
double,double_153,0.16,0.16111111111111112,0.0011111111111111183,0.0,True
double,double_154,0.16,0.15888888888888889,-0.0011111111111111183,0.0,True
double,double_155,0.16,0.16,0.0,0.0,True
double,double_156,0.16,0.16,0.0,0.0,True
double,double_157,0.16,0.14055555555555557,-0.01944444444444443,-0.05555555555555558,True
double,double_158,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_159,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_160,0.16,0.12555555555555556,-0.034444444444444444,-0.11111111111111116,False
double,double_161,0.16,0.16,0.0,0.0,True
double,double_162,0.16,0.16,0.0,0.0,True
double,double_163,0.16,0.15888888888888889,-0.0011111111111111183,0.0,True
double,double_164,0.16,0.13944444444444445,-0.02055555555555555,-0.05555555555555558,False
double,double_165,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_166,0.16,0.12055555555555555,-0.03944444444444445,-0.11111111111111116,False
double,double_167,0.16,0.12444444444444444,-0.03555555555555556,-0.11111111111111116,False
double,double_168,0.16,0.15888888888888889,-0.0011111111111111183,0.0,True
double,double_169,0.16,0.15888888888888889,-0.0011111111111111183,0.0,True
double,double_170,0.16,0.13944444444444445,-0.02055555555555555,-0.05555555555555558,False
double,double_171,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_172,0.16,0.12055555555555555,-0.03944444444444445,-0.11111111111111116,False
double,double_173,0.16,0.12444444444444444,-0.03555555555555556,-0.11111111111111116,False
double,double_174,0.16,0.15888888888888889,-0.0011111111111111183,0.0,True
double,double_175,0.16,0.14055555555555557,-0.01944444444444443,-0.05555555555555558,True
double,double_176,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_177,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_178,0.16,0.12555555555555556,-0.034444444444444444,-0.11111111111111116,False
double,double_179,0.16,0.16,0.0,0.0,True
double,double_180,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_181,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_182,0.16,0.12555555555555556,-0.034444444444444444,-0.11111111111111116,False
double,double_183,0.16,0.16,0.0,0.0,True
double,double_184,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_185,0.16,0.12444444444444444,-0.03555555555555556,-0.11111111111111116,False
double,double_186,0.16,0.14055555555555557,-0.01944444444444443,-0.05555555555555558,True
double,double_187,0.16,0.12444444444444444,-0.03555555555555556,-0.11111111111111116,False
double,double_188,0.16,0.12277777777777778,-0.037222222222222226,-0.11111111111111116,False
double,double_189,0.16,0.12166666666666666,-0.038333333333333344,-0.11111111111111116,False
double,double_190,0.16,0.12555555555555556,-0.034444444444444444,-0.11111111111111116,False
