idx,s,x,y,z
89,1.7800000000000011,-1.6303643597647282,-1.4466987739029284,2.3095661404712002
90,1.8000000000000012,-1.6106417687124834,-1.44344009664322,2.3102045760954253
91,1.8200000000000012,-1.5909912474089638,-1.4401845268841047,2.310706486786922
92,1.8400000000000012,-1.5804495160668315,-1.4373217095726114,2.293953211235694
93,1.8600000000000012,-1.5699077847246987,-1.4344588922611183,2.2771999356844663
94,1.8800000000000012,-1.5593660533825664,-1.4315960749496253,2.2604466601332387
95,1.9000000000000012,-1.548824322040434,-1.428733257638132,2.2436933845820106
96,1.9200000000000013,-1.5382825906983015,-1.425870440326639,2.2269401090307825
97,1.9400000000000013,-1.5328166993065488,-1.4242446476382902,2.23995211249263
98,1.9600000000000013,-1.5284522102065723,-1.4228872758946978,2.2594228591065146
99,1.9800000000000013,-1.5240877211065955,-1.4215299041511054,2.2788936057203992
100,2.0000000000000013,-1.5197232320066187,-1.4201725324075132,2.298364352334284
101,2.0200000000000014,-1.515358742906642,-1.4188151606639208,2.3178350989481684
102,2.0400000000000014,-1.5109942538066654,-1.4174577889203284,2.337305845562053
103,2.0600000000000014,-1.5066297647066889,-1.416100417176736,2.3567765921759376
104,2.0800000000000014,-1.5022652756067119,-1.4147430454331438,2.376247338789822
105,2.1000000000000014,-1.4979007865067353,-1.4133856736895514,2.395718085403707
106,2.1200000000000014,-1.4935362974067585,-1.4120283019459592,2.4151888320175914
107,2.1400000000000015,-1.489171808306782,-1.4106709302023668,2.4346595786314764
108,2.1600000000000015,-1.4834300640769125,-1.4085827578156032,2.4201555010224634
109,2.1800000000000015,-1.477506976968796,-1.4063983610698363,2.4011779658246644
110,2.2000000000000015,-1.4715838898606797,-1.4042139643240696,2.382200430626865
111,2.2200000000000015,-1.4656608027525633,-1.4020295675783028,2.363222895429066
112,2.2400000000000015,-1.4597377156444467,-1.3998451708325361,2.344245360231267
113,2.2600000000000016,-1.4538146285363303,-1.3976607740867695,2.3252678250334675
114,2.2800000000000016,-1.4478352253754798,-1.3954411022616133,2.306313443677959
115,2.3000000000000016,-1.4412599546804048,-1.3928481927261611,2.2876040479392232
116,2.3200000000000016,-1.4346846839853296,-1.390255283190709,2.2688946522004874
117,2.3400000000000016,-1.4281094132902545,-1.3876623736552567,2.250185256461752
118,2.3600000000000017,-1.4215341425951795,-1.3850694641198043,2.231475860723016
119,2.3800000000000017,-1.414958871900104,-1.382476554584352,2.2127664649842806
120,2.4000000000000017,-1.4083955015980314,-1.3797816081044434,2.2075301727133625
121,2.4200000000000017,-1.4018532554429934,-1.376905537907256,2.226209714029754
122,2.4400000000000017,-1.3953110092879553,-1.3740294677100686,2.244889255346145
123,2.4600000000000017,-1.388768763132917,-1.371153397512881,2.263568796662536
124,2.4800000000000018,-1.3822265169778787,-1.3682773273156934,2.2822483379789267
125,2.5000000000000018,-1.3763152851237637,-1.3655578988202595,2.301111281719994
126,2.520000000000002,-1.3729640088848962,-1.3634739484802334,2.320718268926024
127,2.540000000000002,-1.3696127326460288,-1.3613899981402071,2.340325256132054
128,2.560000000000002,-1.366261456407161,-1.3593060478001808,2.359932243338084
129,2.580000000000002,-1.3629101801682935,-1.3572220974601548,2.379539230544114
130,2.600000000000002,-1.3595589039294258,-1.3551381471201285,2.399146217750144
131,2.620000000000002,-1.3562076276905581,-1.3530541967801022,2.4187532049561744
132,2.640000000000002,-1.3529000002691545,-1.3510285043477128,2.435474062422128
133,2.660000000000002,-1.3501442058510704,-1.3497393412878607,2.4157068376217143
134,2.680000000000002,-1.3473884114329868,-1.3484501782280085,2.3959396128213015
135,2.700000000000002,-1.344632617014903,-1.3471610151681563,2.376172388020888
136,2.720000000000002,-1.3418768225968194,-1.3458718521083042,2.356405163220475
137,2.740000000000002,-1.3391210281787356,-1.344582689048452,2.3366379384200613
138,2.760000000000002,-1.336365233760652,-1.3432935259885999,2.316870713619648
139,2.780000000000002,-1.3336094393425681,-1.3420043629287477,2.2971034888192348
140,2.800000000000002,-1.3308536449244843,-1.3407151998688955,2.2773362640188215
