vertex_id,x,y,z,relief_from_median
9800,-14.260591506958008,90.60260009765625,38.64876174926758,-37.39950180053711
9900,-19.681108474731445,87.74879455566406,38.01478576660156,-38.033477783203125
10000,-25.592021942138672,83.39918518066406,39.415802001953125,-36.63246154785156
10100,-29.58601188659668,79.5116195678711,38.01478576660156,-38.033477783203125
10200,-31.23137092590332,74.22920227050781,38.11746597290039,-37.9307975769043
10300,-33.35270309448242,70.93106079101562,40.49478530883789,-35.5534782409668
10400,-38.375911712646484,64.97503662109375,38.711936950683594,-37.336326599121094
10500,-39.44895935058594,61.729583740234375,40.49478530883789,-35.5534782409668
10600,-38.97660446166992,53.929080963134766,40.095272064208984,-35.9529914855957
10700,-39.240745544433594,48.73872375488281,38.39830017089844,-37.64996337890625
10800,-40.60926055908203,41.560115814208984,38.014793395996094,-38.033470153808594
10900,-39.65925598144531,37.23233413696289,38.41551971435547,-37.63274383544922
11000,-38.953758239746094,34.84860610961914,38.33237075805664,-37.71589279174805
11100,-33.90397644042969,28.250791549682617,40.49478530883789,-35.5534782409668
11200,-0.10799789428710938,92.30013275146484,39.98222732543945,-36.066036224365234
11300,5.716983795166016,94.49384307861328,38.0147819519043,-38.03348159790039
11400,16.496379852294922,92.80018615722656,40.09477615356445,-35.953487396240234
11500,-5.682929992675781,93.44290924072266,42.76885223388672,-33.27941131591797
11600,-12.738027572631836,89.08467102050781,44.8049430847168,-31.24332046508789
11700,-15.114078521728516,88.02082061767578,44.80494689941406,-31.243316650390625
11800,-21.672956466674805,83.98304748535156,44.404945373535156,-31.64331817626953
11900,-27.488449096679688,78.8123550415039,43.90858459472656,-32.139678955078125
12000,-28.897457122802734,77.23892211914062,42.780914306640625,-33.26734924316406
12100,-35.508026123046875,71.2039794921875,44.08340072631836,-31.964862823486328
12200,-37.47529220581055,67.26988220214844,43.564388275146484,-32.4838752746582
12300,-37.791316986083984,60.257930755615234,44.34836196899414,-31.699901580810547
12400,-38.30485534667969,58.06599426269531,44.4039421081543,-31.64432144165039
12500,-41.22627258300781,50.47089385986328,42.3248176574707,-33.723445892333984
12600,-41.035518646240234,44.71200180053711,43.39216613769531,-32.656097412109375
12700,-37.82415771484375,38.1152229309082,43.26433181762695,-32.783931732177734
12800,-36.76060104370117,34.64889144897461,42.52519607543945,-33.523067474365234
12900,-33.53914260864258,27.59918975830078,43.18855285644531,-32.859710693359375
13000,-32.66819763183594,22.535795211791992,42.324947357177734,-33.72331619262695
13100,0.06785964965820312,94.32797241210938,44.80494689941406,-31.243316650390625
13200,7.725772857666016,92.362060546875,42.403316497802734,-33.64494705200195
13300,15.339717864990234,91.04318237304688,44.404937744140625,-31.643325805664062
13400,12.856300354003906,93.67268371582031,44.70400619506836,-31.344257354736328
13500,-13.747488021850586,88.64116668701172,48.10825729370117,-27.940006256103516
13600,-17.49478530883789,86.72728729248047,47.89474868774414,-28.153514862060547
13700,-23.642274856567383,82.46023559570312,48.37913513183594,-27.66912841796875
13800,-28.059104919433594,78.19153594970703,48.99458312988281,-27.053680419921875
13900,-29.448898315429688,76.56560516357422,46.61628341674805,-29.43198013305664
14000,-35.65913391113281,70.9165267944336,47.69398880004883,-28.35427474975586
14100,-37.16072463989258,62.48195266723633,46.25526428222656,-29.792999267578125
14200,-37.526065826416016,61.18499755859375,48.652278900146484,-27.395984649658203
14300,-38.834930419921875,55.14263153076172,48.368011474609375,-27.680252075195312
14400,-41.18915557861328,51.552608489990234,47.36723709106445,-28.681026458740234
14500,-41.101661682128906,45.512657165527344,46.68430709838867,-29.363956451416016
14600,-39.97487258911133,38.43779373168945,49.09505844116211,-26.953205108642578
14700,-37.1319580078125,30.23497772216797,47.30778121948242,-28.740482330322266
14800,-33.79859924316406,28.05950164794922,47.404205322265625,-28.644058227539062
14900,-7.369424819946289,93.01841735839844,46.81525802612305,-29.23300552368164
15000,-2.3711318969726562,92.01651000976562,49.09526062011719,-26.9530029296875
15100,3.404144287109375,92.51089477539062,48.56764221191406,-27.480621337890625
15200,9.32845687866211,94.22657775878906,48.71224594116211,-27.336017608642578
15300,11.507694244384766,93.91313171386719,46.615257263183594,-29.433006286621094
15400,-18.43557357788086,88.48429107666016,53.40100860595703,-22.647254943847656
15500,-20.323043823242188,87.3691177368164,53.4010124206543,-22.64725112915039
15600,-26.965953826904297,82.15824890136719,53.4010124206543,-22.64725112915039
15700,-31.57046890258789,77.12240600585938,52.60706329345703,-23.441200256347656
15800,-34.261138916015625,73.30268096923828,51.01909637451172,-25.02916717529297
15900,-35.78130340576172,66.0891342163086,51.80286407470703,-24.245399475097656
16000,-37.015323638916016,62.835140228271484,50.99340057373047,-25.05486297607422
16100,-40.489234924316406,57.33180618286133,52.042083740234375,-24.006179809570312
16200,-41.24931335449219,48.44894790649414,51.74100875854492,-24.307254791259766
16300,-41.205474853515625,46.98509979248047,52.8759651184082,-23.172298431396484
16400,-40.39271926879883,40.38162612915039,50.9210090637207,-25.127254486083984
16500,-37.716064453125,31.460479736328125,50.9210090637207,-25.127254486083984
16600,-32.252967834472656,25.429805755615234,53.76112747192383,-22.28713607788086
16700,-30.899852752685547,23.524330139160156,50.99938201904297,-25.04888153076172
16800,-12.36074447631836,89.26184844970703,50.9210090637207,-25.127254486083984
16900,-3.9624977111816406,93.77507019042969,52.039241790771484,-24.009021759033203
17000,5.497783660888672,92.52261352539062,53.76112747192383,-22.28713607788086
17100,5.855621337890625,92.50247192382812,53.00100326538086,-23.047260284423828
17200,16.63515853881836,90.68445587158203,53.16021728515625,-22.888046264648438
17300,10.021232604980469,92.13832092285156,53.00079345703125,-23.047470092773438
17400,-20.238605499267578,87.41048431396484,55.89295196533203,-20.155311584472656
17500,-27.002647399902344,79.36050415039062,58.072959899902344,-17.975303649902344
17600,-29.81258773803711,79.22406768798828,57.31296157836914,-18.735301971435547
17700,-33.8200798034668,73.97940063476562,57.31296157836914,-18.735301971435547
17800,-36.13130187988281,70.05824279785156,56.10272979736328,-19.945533752441406
17900,-37.199012756347656,62.30218505859375,56.55088806152344,-19.49737548828125
18000,-38.697845458984375,55.98644256591797,56.51432800292969,-19.533935546875
18100,-41.035064697265625,53.40785598754883,55.57920837402344,-20.46905517578125
18200,-41.179073333740234,46.71569061279297,56.05717468261719,-19.9910888671875
18300,-38.724605560302734,42.44116973876953,56.25296401977539,-19.795299530029297
18400,-37.778350830078125,37.9330940246582,55.83761215209961,-20.210651397705078
18500,-36.07886505126953,32.73258590698242,57.71274948120117,-18.335514068603516
18600,-30.622726440429688,23.12157440185547,55.04960250854492,-20.998661041259766
18700,-16.185718536376953,89.71348571777344,57.31296157836914,-18.735301971435547
18800,-9.192939758300781,90.41966247558594,57.31296157836914,-18.735301971435547
18900,-4.536149978637695,91.64595794677734,57.71295166015625,-18.335311889648438
19000,0.42801666259765625,94.35355377197266,57.713199615478516,-18.335063934326172
19100,7.763877868652344,92.36034393310547,55.23295211791992,-20.815311431884766
19200,15.837276458740234,92.98157501220703,57.01924133300781,-19.029022216796875
19300,-19.741527557373047,87.72370147705078,61.00962448120117,-15.038639068603516
19400,-27.161470413208008,81.97749328613281,59.626190185546875,-16.422073364257812
19500,-28.050731658935547,78.1939697265625,60.14509582519531,-15.903167724609375
19600,-31.581544876098633,73.73445892333984,59.5111198425293,-16.53714370727539
19700,-35.09361267089844,67.61857604980469,60.91213607788086,-15.136127471923828
19800,-37.106143951416016,62.62478256225586,59.5111198425293,-16.53714370727539
19900,-40.40723419189453,57.75748825073242,59.51112365722656,-16.537139892578125
20000,-40.95639419555664,54.16596984863281,61.591121673583984,-14.457141876220703
20100,-39.16234588623047,46.522300720214844,60.20827102661133,-15.83999252319336
20200,-38.844085693359375,43.26500701904297,61.991119384765625,-14.057144165039062
20300,-39.247100830078125,35.79952621459961,61.590354919433594,-14.457908630371094
20400,-37.20619201660156,30.393142700195312,59.91111373901367,-16.137149810791016
20500,-32.673702239990234,26.10047721862793,59.71112060546875,-16.337142944335938
20600,-14.974016189575195,90.29271697998047,60.53438949584961,-15.513874053955078
20700,-9.652702331542969,90.25039672851562,59.51111602783203,-16.537147521972656
20800,-2.8456993103027344,91.93798065185547,59.85980224609375,-16.188461303710938
20900,1.2316627502441406,92.4078598022461,60.450496673583984,-15.597766876220703
21000,10.782093048095703,92.02422332763672,59.15110778808594,-16.89715576171875
21100,15.503170013427734,93.07403564453125,60.5191535949707,-15.529109954833984
21200,-20.064661026000977,85.15667724609375,63.51016616821289,-12.538097381591797
21300,-29.013248443603516,80.12625122070312,66.0639877319336,-9.984275817871094
21400,-29.807004928588867,79.25664520263672,65.95006561279297,-10.098197937011719
21500,-34.55582046508789,72.81879425048828,64.47006225585938,-11.578201293945312
21600,-36.80569076538086,68.68753814697266,65.11322784423828,-10.935035705566406
21700,-39.23080062866211,62.46438980102539,63.87006759643555,-12.17819595336914
21800,-38.28749465942383,58.15694046020508,65.76439666748047,-10.283866882324219
21900,-39.17415237426758,51.51205825805664,63.87007141113281,-12.178192138671875
22000,-38.850379943847656,43.093238830566406,66.71006774902344,-9.33819580078125
22100,-40.41656494140625,40.48340606689453,64.69007110595703,-11.358192443847656
22200,-37.80773162841797,38.05103302001953,65.29007720947266,-10.758186340332031
22300,-36.527313232421875,28.966583251953125,63.87006759643555,-12.17819595336914
22400,-32.625186920166016,26.06927490234375,66.34986114501953,-9.698402404785156
22500,-15.231109619140625,87.935302734375,65.8244400024414,-10.223823547363281
22600,-8.024429321289062,92.84505462646484,64.65900421142578,-11.389259338378906
22700,-5.710271835327148,91.38664245605469,64.4601058959961,-11.588157653808594
22800,-1.1757240295410156,92.17941284179688,65.95006561279297,-10.098197937011719
22900,5.807060241699219,92.49518585205078,63.870059967041016,-12.178203582763672
23000,15.16982650756836,91.0909423828125,66.35005187988281,-9.698211669921875
23100,-28.235021591186523,78.04400634765625,70.94908142089844,-5.09918212890625
23200,-30.175565719604492,75.67912292480469,69.71056365966797,-6.337699890136719
23300,-33.389747619628906,70.8670883178711,70.18907928466797,-5.859184265136719
23400,-36.824623107910156,63.451820373535156,69.35623168945312,-6.6920318603515625
23500,-37.09567642211914,62.596343994140625,68.11009216308594,-7.93817138671875
23600,-38.705387115478516,55.99922180175781,68.7090835571289,-7.339179992675781
23700,-41.20712661743164,50.97580337524414,68.85852813720703,-7.189735412597656
23800,-40.9736213684082,44.20279312133789,68.10908508300781,-7.939178466796875
23900,-38.7056999206543,42.19923400878906,68.10907745361328,-7.939186096191406
24000,-36.649417877197266,34.3381233215332,70.5890884399414,-5.459175109863281
24100,-35.77253723144531,32.0898551940918,68.30928039550781,-7.738983154296875
24200,-20.471420288085938,84.90800476074219,70.94908142089844,-5.09918212890625
24300,-19.168001174926758,88.05570983886719,70.1890869140625,-5.8591766357421875
24400,-11.27871322631836,89.6719970703125,70.06050872802734,-5.987754821777344
24500,-9.22152328491211,92.49022674560547,68.50981140136719,-7.5384521484375
24600,-1.8585052490234375,94.11582946777344,68.70886993408203,-7.339393615722656
24700,4.448802947998047,94.52462768554688,68.10907745361328,-7.939186096191406
24800,14.331459045410156,91.32243347167969,69.35621643066406,-6.692047119140625
24900,12.59299087524414,93.72119140625,68.666259765625,-7.3820037841796875
25000,-28.12933349609375,78.14981842041016,74.46810913085938,-1.5801544189453125
25100,-31.65774917602539,73.61703491210938,74.17432403564453,-1.8739395141601562
25200,-34.947872161865234,67.9233169555664,72.38804626464844,-3.66021728515625
25300,-37.213375091552734,62.22835159301758,73.24138641357422,-2.8068771362304688
25400,-38.34469223022461,57.902976989746094,74.16170501708984,-1.8865585327148438
25500,-41.16903305053711,51.627342224121094,72.5880355834961,-3.4602279663085938
25600,-41.248924255371094,49.280540466308594,74.43804168701172,-1.6102218627929688
25700,-38.50828552246094,41.17634201049805,73.50910949707031,-2.539154052734375
25800,-36.31584930419922,33.404815673828125,74.0080337524414,-2.0402297973632812
25900,-35.024864196777344,30.440967559814453,74.21825408935547,-1.8300094604492188
26000,-33.017799377441406,26.713085174560547,74.46757507324219,-1.5806884765625
26100,-24.863323211669922,81.37879180908203,74.35547637939453,-1.6927871704101562
26200,-21.47085189819336,86.59568786621094,72.38804626464844,-3.66021728515625
26300,-16.046110153198242,89.76268768310547,74.4680404663086,-1.5802230834960938
26400,-12.88630485534668,89.04158020019531,73.97465515136719,-2.0736083984375
26500,-3.6739120483398438,93.83209228515625,72.3880386352539,-3.6602249145507812
26600,2.3831748962402344,92.47455596923828,72.56695556640625,-3.4813079833984375
26700,7.700355529785156,92.36666870117188,74.21825408935547,-1.8300094604492188
26800,15.335273742675781,91.04563903808594,74.86803436279297,-1.1802291870117188
26900,20.24809455871582,91.5978775024414,62.35140609741211,-13.696857452392578
27000,-29.990375518798828,22.007740020751953,45.165008544921875,-30.883255004882812
27100,-40.81242370605469,42.6772575378418,75.89842987060547,-0.14983367919921875
27200,-23.108116149902344,5.086206912994385,18.630983352661133,-57.417280197143555
27300,-19.5610408782959,-10.016316413879395,16.7517147064209,-59.29654884338379
27400,-21.840669631958008,-1.1346383094787598,17.335895538330078,-58.71236801147461
27500,-25.802865982055664,12.151140213012695,17.409826278686523,-58.638437271118164
27600,-52.81841278076172,-48.43362808227539,17.750988006591797,-58.29727554321289
27700,-21.674440383911133,-20.75491714477539,17.31374168395996,-58.73452186584473
27800,-40.068939208984375,-44.78304672241211,16.550987243652344,-59.497276306152344
27900,-70.78424072265625,-51.767364501953125,18.133647918701172,-57.914615631103516
28000,-23.689529418945312,-25.901531219482422,16.5510311126709,-59.49723243713379
28100,-38.131370544433594,-43.42820739746094,18.631031036376953,-57.417232513427734
28200,-43.37760925292969,-46.75640106201172,18.523868560791016,-57.52439498901367
28300,-63.759132385253906,-52.14146423339844,18.357807159423828,-57.69045639038086
28400,-33.810279846191406,-37.04795837402344,16.837932586669922,-59.210330963134766
28500,-28.02680015563965,19.780611038208008,17.437274932861328,-58.61098861694336
28600,-20.708396911621094,-17.36963653564453,16.55100440979004,-59.49725914001465
28700,-49.18086624145508,-49.34361267089844,16.551008224487305,-59.49725532531738
28800,-19.93682861328125,-13.31496810913086,18.630979537963867,-57.41728401184082
28900,-20.6705379486084,3.6097583770751953,18.6309814453125,-57.41728210449219
29000,-24.380924224853516,8.866514205932617,20.816513061523438,-55.23175048828125
29100,-21.93226432800293,-13.17117977142334,21.557039260864258,-54.49122428894043
29200,-19.849319458007812,-12.552319526672363,21.566539764404297,-54.48172378540039
29300,-27.90169906616211,-29.487468719482422,22.69083023071289,-53.3574333190918
29400,-64.28023529052734,-50.14391326904297,21.016719818115234,-55.03154373168945
29500,-58.23351287841797,-49.63148498535156,21.817707061767578,-54.23055648803711
29600,-50.37857437133789,-47.65761947631836,21.503726959228516,-54.54453659057617
29700,-47.865535736083984,-46.6853141784668,20.817699432373047,-55.23056411743164
29800,-54.38922119140625,-48.88498306274414,23.656841278076172,-52.391422271728516
29900,-38.15615463256836,-43.4848518371582,23.65679168701172,-52.39147186279297
30000,-20.34788703918457,2.1078763008117676,21.756126403808594,-54.292137145996094
30100,-30.16195297241211,19.354442596435547,20.456687927246094,-55.591575622558594
30200,-30.492111206054688,-33.223548889160156,21.601593017578125,-54.44667053222656
30300,-25.410913467407227,-24.79959487915039,20.81670379638672,-55.23155975341797
30400,-40.66843032836914,-42.76453399658203,22.896774291992188,-53.1514892578125
30500,-30.022258758544922,-35.913978576660156,22.89670181274414,-53.15156173706055
30600,-19.468021392822266,-6.082386493682861,20.816696166992188,-55.2315673828125
30700,-27.38915252685547,15.126663208007812,22.89670181274414,-53.15156173706055
30800,-55.540550231933594,-49.126468658447266,21.219770431518555,-54.82849311828613
30900,-22.795351028442383,3.9591989517211914,27.21824836730957,-48.83001518249512
31000,-65.42221069335938,-52.14274597167969,27.105634689331055,-48.94262886047363
31100,-32.591339111328125,-38.661460876464844,26.099802017211914,-49.94846153259277
31200,-51.56298065185547,-50.14682388305664,25.538185119628906,-50.51007843017578
31300,-72.08052062988281,-51.58027267456055,27.218189239501953,-48.830074310302734
31400,-26.830787658691406,-27.65766143798828,27.618202209472656,-48.43006134033203
31500,-40.63197326660156,-42.739463806152344,25.53823471069336,-50.51002883911133
31600,-62.27165985107422,-50.06468200683594,27.218238830566406,-48.83002471923828
31700,-21.46261215209961,-5.991966247558594,25.138193130493164,-50.91007041931152
31800,-36.512393951416016,-42.19513702392578,25.161136627197266,-50.88712692260742
31900,-21.798166275024414,-12.017173767089844,25.13797950744629,-50.9102840423584
32000,-19.535215377807617,-9.164896011352539,25.951974868774414,-50.09628868103027
32100,-27.348163604736328,-32.32032012939453,27.290252685546875,-48.75801086425781
32200,-44.874107360839844,-45.286094665527344,27.97870635986328,-48.069557189941406
32300,-20.78835678100586,-17.68051528930664,25.348190307617188,-50.7000732421875
32400,-19.644062042236328,-2.5672688484191895,25.138151168823242,-50.910112380981445
32500,-55.54865264892578,-49.129791259765625,25.479894638061523,-50.568368911743164
32600,-44.001983642578125,-44.792930603027344,25.53920555114746,-50.50905799865723
32700,-28.191368103027344,16.458311080932617,27.619205474853516,-48.42905807495117
32800,-23.65457534790039,6.8507466316223145,26.943988800048828,-49.10427474975586
32900,-60.111515045166016,-49.887393951416016,27.39133644104004,-48.65692710876465
33000,-26.127685546875,12.838348388671875,31.519973754882812,-44.528289794921875
33100,-23.2926082611084,11.475942611694336,30.71953582763672,-45.32872772216797
33200,-20.85977554321289,4.399487495422363,30.970157623291016,-45.07810592651367
33300,-53.19626998901367,-50.61543655395508,30.039886474609375,-46.00837707519531
33400,-27.806055068969727,-32.952232360839844,29.640901565551758,-46.40736198425293
33500,-26.723407745361328,-31.373828887939453,29.440895080566406,-46.60736846923828
33600,-35.88028335571289,-39.04018783569336,31.403770446777344,-44.644493103027344
33700,-24.62857437133789,-27.749893188476562,31.389041900634766,-44.65922164916992
33800,-43.170509338378906,-46.65453338623047,29.079851150512695,-46.96841239929199
33900,-20.155900955200195,-14.566036224365234,31.5198974609375,-44.52836608886719
34000,-19.485858917236328,-7.8993306159973145,31.81924819946289,-44.2290153503418
34100,-19.587501525878906,-10.006237983703613,29.53104019165039,-46.5172233581543
34200,-64.87027740478516,-52.167903900146484,30.679378509521484,-45.3688850402832
34300,-41.78102111816406,-43.49057388305664,29.439868927001953,-46.608394622802734
34400,-21.756433486938477,-1.3404474258422852,31.919902801513672,-44.128360748291016
34500,-58.89458084106445,-51.749263763427734,30.039859771728516,-46.00840377807617
34600,-23.72802734375,-20.538558959960938,29.439849853515625,-46.60841369628906
34700,-29.199142456054688,17.990386962890625,30.837955474853516,-45.21030807495117
34800,-45.99028396606445,-48.03172302246094,29.439884185791016,-46.60837936401367
34900,-72.88353729248047,-51.43406677246094,30.560909271240234,-45.48735427856445
35000,-19.817302703857422,-1.042154312133789,36.204002380371094,-39.844261169433594
35100,-19.47270965576172,-6.681715488433838,34.88335037231445,-41.164913177490234
35200,-40.37165832519531,-44.973731994628906,35.30664825439453,-40.741615295410156
35300,-26.6835994720459,-31.31261444091797,35.813602447509766,-40.23466110229492
35400,-24.771711349487305,-23.376930236816406,33.724056243896484,-42.3242073059082
35500,-74.9719467163086,-51.041202545166016,36.56399154663086,-39.48427200317383
35600,-28.990116119384766,-34.57011795043945,33.72395706176758,-42.32430648803711
35700,-24.926830291748047,-28.316640853881836,36.20398712158203,-39.844276428222656
35800,-27.89082145690918,15.996257781982422,34.47314453125,-41.57511901855469
35900,-34.5787239074707,-40.556907653808594,35.805057525634766,-40.24320602416992
36000,-51.767913818359375,-50.211456298828125,35.80242156982422,-40.24584197998047
36100,-20.82598114013672,-17.75080680847168,34.96719741821289,-41.0810661315918
36200,-22.101491928100586,8.502616882324219,35.803985595703125,-40.24427795410156
36300,-54.345245361328125,-48.85887908935547,34.5529670715332,-41.495296478271484
36400,-63.57609939575195,-52.151458740234375,34.323768615722656,-41.72449493408203
36500,-22.644033432006836,3.448702812194824,33.72397232055664,-42.32429122924805
36600,-24.106632232666016,13.235235214233398,33.802364349365234,-42.24589920043945
36700,-65.53316497802734,-52.13819885253906,36.20398712158203,-39.844276428222656
36800,-25.607330322265625,-29.53313636779785,38.84968948364258,-37.19857406616211
36900,-21.66693115234375,7.248981952667236,38.22968292236328,-37.818580627441406
37000,-32.11436462402344,-38.17256164550781,40.00526428222656,-36.042999267578125
37100,-33.84809494018555,-39.884765625,39.43070602416992,-36.617557525634766
37200,-20.056833267211914,-14.011162757873535,38.1954460144043,-37.85281753540039
37300,-35.00859069824219,-40.97880554199219,38.02970504760742,-38.018558502197266
37400,-50.93488311767578,-49.980438232421875,40.50971603393555,-35.53854751586914
