label,delta_vs_windowed,delta_vs_shuffled,pass_deltas,p_value,pass_nulls,tie_rate,pass_orbits
C16_000,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_001,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_002,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_003,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_004,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_005,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_006,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_007,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_008,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_009,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_010,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_011,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_012,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_013,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_014,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_015,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_016,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_017,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_018,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_019,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_020,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_021,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_022,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_023,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_024,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_025,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_026,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_027,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_028,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_029,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_030,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_031,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_032,-0.07999999999999996,-0.07999999999999996,False,,,,
C16_033,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_034,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_035,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_036,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_037,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_038,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_039,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_040,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_041,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_042,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_043,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_044,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_045,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_046,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_047,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_048,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_049,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_050,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_051,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_052,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_053,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_054,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_055,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_056,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_057,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_058,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_059,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_060,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_061,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_062,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_063,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_064,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_065,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_066,-0.07999999999999996,-0.07999999999999996,False,,,,
C16_067,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_068,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_069,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_070,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_071,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_072,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_073,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_074,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_075,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_076,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_077,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_078,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_079,-0.07999999999999999,-0.07999999999999999,False,,,,
