config,weights,candidate,score,delta_windowed,delta_shuffled,pass_deltas,ngram_contrib,coverage_contrib,compress_contrib
sweep_0.3_0.3_0.4,"0.30,0.30,0.40",B0053,3.2740143860868858,0.00911753293297668,4.005044599785448,False,1.6793881944224494,1.6427805328987442,-0.048154341234307695
sweep_0.3_0.3_0.4,"0.30,0.30,0.40",B0006,3.224453849879066,0.00911753293297668,3.8800664747073674,False,1.6508268638476158,1.6217813272657577,-0.048154341234307695
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0002,3.5327421771597303,0.00911753293297668,4.199381356671458,False,1.6109487796487916,1.957909153436669,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0008,3.9658908857855257,0.00911753293297668,4.632530065297254,False,1.730583032245264,2.2714236094659923,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0019,3.4964380267121715,0.00911753293297668,3.5507072481586563,False,1.8244138185954382,1.7081399640424637,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0033,3.0100318773193457,0.00911753293297668,2.4602120186569554,False,1.5605147319855728,1.4856329012595038,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0027,3.8336464823617113,0.00911753293297668,4.626026202009761,False,1.6793881944224494,2.1903740438649923,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0038,3.397407466181301,0.00911753293297668,3.896198121669649,False,1.5581372627368357,1.8753859593701958,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0043,3.397407466181301,0.00911753293297668,4.270621140286426,False,1.5581372627368357,1.8753859593701958,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0050,3.397407466181301,0.00911753293297668,4.189787185829351,False,1.5581372627368357,1.8753859593701958,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0053,3.8336464823617113,0.00911753293297668,4.706860156466837,False,1.6793881944224494,2.1903740438649923,-0.03611575592573076
sweep_0.3_0.4_0.3,"0.30,0.40,0.30",B0006,3.7770862109428958,0.00911753293297668,4.575250703294129,False,1.6508268638476158,2.1623751030210108,-0.03611575592573076
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0002,3.078731941682416,0.00911753293297668,3.6283505726239866,False,2.147931706198389,0.9789545767183345,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0008,3.395001506492374,0.00911753293297668,3.9446201374339447,False,2.3074440429936853,1.1357118047329962,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0019,3.2384673989141755,0.00911753293297668,3.4613755663090235,False,2.4325517581272513,0.8540699820212319,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0033,2.775348418709542,0.00911753293297668,2.293032885951547,False,2.0806863093140975,0.7428164506297519,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0027,3.2862169399281216,0.00911753293297668,3.828649747075054,False,2.239184259229933,1.0951870219324962,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0038,2.967054988766571,0.00911753293297668,3.2953316351194224,False,2.077516350315781,0.9376929796850979,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0043,2.967054988766571,0.00911753293297668,3.617266401856271,False,2.077516350315781,0.9376929796850979,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0050,2.967054988766571,0.00911753293297668,3.509487795913503,False,2.077516350315781,0.9376929796850979,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0053,3.2862169399281216,0.00911753293297668,3.9364283530178215,False,2.239184259229933,1.0951870219324962,-0.048154341234307695
sweep_0.4_0.2_0.4,"0.40,0.20,0.40",B0006,3.2341356954063523,0.00911753293297668,3.7830535091029684,False,2.201102485130155,1.0811875515105054,-0.048154341234307695
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0002,3.58024781535016,0.00911753293297668,4.219597943505374,False,2.147931706198389,1.4684318650775017,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0008,3.974895994167449,0.00911753293297668,4.614246122322663,False,2.3074440429936853,1.7035677070994943,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0019,3.6775409752333683,0.00911753293297668,3.843245795679779,False,2.4325517581272513,1.2811049730318476,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0033,3.158795229332995,0.00911753293297668,2.589207827628865,False,2.0806863093140975,1.1142246759446277,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0027,3.8458490362029467,0.00911753293297668,4.530465303756442,False,2.239184259229933,1.6427805328987442,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0038,3.447940063917697,0.00911753293297668,3.8652113932514554,False,2.077516350315781,1.4065394695276467,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0043,3.447940063917697,0.00911753293297668,4.2403349374139605,False,2.077516350315781,1.4065394695276467,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0050,3.447940063917697,0.00911753293297668,4.132556331471193,False,2.077516350315781,1.4065394695276467,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0053,3.8458490362029467,0.00911753293297668,4.63824390969921,False,2.239184259229933,1.6427805328987442,-0.03611575592573077
sweep_0.4_0.3_0.3,"0.40,0.30,0.30",B0006,3.7867680564701818,0.00911753293297668,4.47823773768973,False,2.201102485130155,1.6217813272657577,-0.03611575592573077
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0002,4.0817636890179045,0.00911753293297668,4.8108453143867616,False,2.147931706198389,1.957909153436669,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0008,4.554790481842525,0.00911753293297668,5.283872107211382,False,2.3074440429936853,2.2714236094659923,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0019,4.116614551552561,0.00911753293297668,4.225116025050535,False,2.4325517581272513,1.7081399640424637,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0033,3.5422420399564474,0.00911753293297668,2.885382769306183,False,2.0806863093140975,1.4856329012595038,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0027,4.405481132477772,0.00911753293297668,5.232280860437831,False,2.239184259229933,2.1903740438649923,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0038,3.928825139068823,0.00911753293297668,4.435091151383488,False,2.077516350315781,1.8753859593701958,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0043,3.928825139068823,0.00911753293297668,4.863403472971649,False,2.077516350315781,1.8753859593701958,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0050,3.928825139068823,0.00911753293297668,4.755624867028882,False,2.077516350315781,1.8753859593701958,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0053,4.405481132477772,0.00911753293297668,5.340059466380598,False,2.239184259229933,2.1903740438649923,-0.024077170617153844
sweep_0.4_0.4_0.2,"0.40,0.40,0.20",B0006,4.339400417534012,0.00911753293297668,5.173421966276491,False,2.201102485130155,2.1623751030210108,-0.024077170617153844
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0002,3.62775345354059,0.00911753293297668,4.23981453033929,False,2.684914632747986,0.9789545767183345,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0008,3.983901102549372,0.00911753293297668,4.595962179348072,False,2.8843050537421067,1.1357118047329962,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0019,3.858643923754565,0.00911753293297668,4.135784343200902,False,3.040689697659064,0.8540699820212319,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0033,3.307558581346643,0.00911753293297668,2.7182036366007747,False,2.6008578866426215,0.7428164506297519,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0027,3.858051590044181,0.00911753293297668,4.434904405503122,False,2.798980324037416,1.0951870219324962,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0038,3.4984726616540938,0.00911753293297668,3.834224664833262,False,2.596895437894726,0.9376929796850979,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0043,3.4984726616540938,0.00911753293297668,4.210048734541495,False,2.596895437894726,0.9376929796850979,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0050,3.4984726616540938,0.00911753293297668,4.075325477113035,False,2.596895437894726,0.9376929796850979,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0053,3.858051590044181,0.00911753293297668,4.569627662931582,False,2.798980324037416,1.0951870219324962,-0.03611575592573077
sweep_0.5_0.2_0.3,"0.50,0.20,0.30",B0006,3.796449901997468,0.00911753293297668,4.38122477208533,False,2.751378106412693,1.0811875515105054,-0.03611575592573077
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0002,4.129269327208334,0.00911753293297668,4.831061901220677,False,2.684914632747986,1.4684318650775017,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0008,4.563795590224448,0.00911753293297668,5.2655881642367905,False,2.8843050537421067,1.7035677070994943,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0019,4.297717500073758,0.00911753293297668,4.517654572571657,False,3.040689697659064,1.2811049730318476,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0033,3.6910053919700956,0.00911753293297668,3.0143785782780923,False,2.6008578866426215,1.1142246759446277,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0027,4.417683686319006,0.00911753293297668,5.136719962184511,False,2.798980324037416,1.6427805328987442,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0038,3.9793577368052193,0.00911753293297668,4.404104422965295,False,2.596895437894726,1.4065394695276467,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0043,3.9793577368052193,0.00911753293297668,4.833117270099184,False,2.596895437894726,1.4065394695276467,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0050,3.9793577368052193,0.00911753293297668,4.6983940126707235,False,2.596895437894726,1.4065394695276467,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0053,4.417683686319006,0.00911753293297668,5.271443219612971,False,2.798980324037416,1.6427805328987442,-0.02407717061715385
sweep_0.5_0.3_0.2,"0.50,0.30,0.20",B0006,4.349082263061297,0.00911753293297668,5.076409000672091,False,2.751378106412693,1.6217813272657577,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0002,4.1767749653987645,0.00911753293297668,4.851278488054592,False,3.221897559297583,0.9789545767183345,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0008,4.572800698606371,0.00911753293297668,5.2473042212621985,False,3.461166064490528,1.1357118047329962,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0019,4.478820448594955,0.00911753293297668,4.81019312009278,False,3.6488276371908763,0.8540699820212319,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0033,3.839768743983744,0.00911753293297668,3.1433743872500015,False,3.1210294639711456,0.7428164506297519,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0027,4.429886240160242,0.00911753293297668,5.041159063931192,False,3.3587763888448987,1.0951870219324962,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0038,4.029890334541616,0.00911753293297668,4.373117694547101,False,3.1162745254736715,0.9376929796850979,-0.02407717061715385
sweep_0.6_0.2_0.2,"0.60,0.20,0.20",B0043,4.029890334541616,0.00911753293297668,4.802831067226718,False,3.1162745254736715,0.9376929796850979,-0.02407717061715385
