label,timestamp,passed,failed_at,score
HEAD_009_v52,2025-09-06 23:47:38,False,near_gate,0.9205334879645334
HEAD_053_v52,2025-09-06 23:47:51,False,near_gate,0.9496026395943855
HEAD_046_v52,2025-09-06 23:48:36,False,phrase_gate,0.9402673179955228
HEAD_001_v52,2025-09-06 23:48:50,False,phrase_gate,0.8980725681893155
HEAD_001_v52,2025-09-06 23:49:20,False,phrase_gate,0.8980725681893155
HEAD_008_v52,2025-09-06 23:49:44,False,near_gate,0.9017271241195602
HEAD_008_v52,2025-09-06 23:50:01,True,,0.9017271241195602
