control_type,modification,score,coverage,ngram,compress,delta_from_original,ratio_to_original
original,none,0.2562371134020618,0.5667525773195876,0.031443298969072164,0.10309278350515459,0.0,1.0
scrambled_anchors,anchors_permuted,0.15691089837997055,0.41365979381443296,0.026804123711340208,0.07363770250368194,-0.09932621502209124,0.6123660085639568
permuted_seam,seam_at_74,0.20990034364261162,0.4798969072164948,0.02577319587628866,0.10309278350515459,-0.04633676975945017,0.8191644873600215
anchor_free,no_anchor_scoring,0.2135309278350515,0.5667525773195876,0.031443298969072164,0.10309278350515459,-0.04270618556701028,0.8333333333333334
random_shuffle,complete_shuffle,0.10831001472754051,0.22809278350515463,0.011340206185567008,0.11782032400589108,-0.14792709867452128,0.42269448515676655
