label,length,fixed_score,windowed_score,shuffled_score,delta_windowed,delta_shuffled,pass_deltas,z_ngram,z_coverage,z_compress,penalties
H2745,38,2.680490692852004,2.680490692852004,0.2714314956683147,0.0,2.4090591971836894,False,3.8471954302460447,2.7121507121179538,0.0,0.0
H2788,38,2.463201628835528,2.463201628835528,-0.40662389127605053,0.0,2.8698255201115783,False,3.3643308435427643,2.7121507121179538,0.0,0.0
H2909,38,3.199444917668626,3.199444917668626,-1.234551978785305,0.0,4.433996896453931,False,4.571492310300966,3.2636382229519754,0.0,0.0
H0030,39,2.160501938846841,2.160501938846841,-0.2571760329863082,0.0,2.4176779718331494,False,2.757654824351463,2.627306479681951,0.0,0.0
H0119,39,2.372219488401356,2.372219488401356,-0.0454584834317928,0.0,2.417677971833149,False,3.2281382678059414,2.627306479681951,0.0,0.0
H0266,39,3.4893736756417746,3.4893736756417746,-0.32521466400775606,0.0,3.814588339649531,False,4.874830319896617,3.7020000905379917,0.0,0.0
H0294,39,2.160501938846841,2.160501938846841,-1.1720848622258182,0.0,3.3325868010726594,False,2.757654824351463,2.627306479681951,0.0,0.0
H0349,39,3.513019843296483,3.513019843296483,0.9753091205849749,0.0,2.537710722711508,False,5.345313763351095,3.164653285109972,0.0,0.0
H0590,39,2.0026490442126716,2.0026490442126716,-0.7486497631167871,0.0,2.7512988073294586,False,1.5814462157152662,3.6885664204022914,0.0,0.0
H0720,39,2.0026490442126716,2.0026490442126716,-1.4518410428017814,0.0,3.4544900870144533,False,1.5814462157152662,3.6885664204022914,0.0,0.0
H0761,39,2.68979581273313,2.68979581273313,0.16625906612272268,0.0,2.5235367466104073,False,3.93386343298766,2.627306479681951,0.0,0.0
H0863,39,2.772008419855679,2.772008419855679,-1.1720848622258182,0.0,3.9440932820814973,False,3.69862171126042,3.164653285109972,0.0,0.0
H1039,39,2.68979581273313,2.68979581273313,-0.8166883941382348,0.0,3.506484206871365,False,3.93386343298766,2.627306479681951,0.0,0.0
H1252,39,2.0026490442126716,2.0026490442126716,-0.7108296193609771,0.0,2.7134786635736488,False,1.5814462157152662,3.6885664204022914,0.0,0.0
H1324,39,3.2776561260872583,3.2776561260872583,1.3609240759381958,0.0,1.9167320501490626,False,4.404346876442137,3.7020000905379917,0.0,0.0
H1412,39,2.5602908703011638,2.5602908703011638,-0.5369322135622714,0.0,3.097223083863435,False,3.2281382678059414,3.164653285109972,0.0,0.0
H1497,39,2.372219488401356,2.372219488401356,-0.7108296193609771,0.0,3.083049107762333,False,3.2281382678059414,2.627306479681951,0.0,0.0
H1581,39,2.863693218531835,2.863693218531835,0.9516629529302665,0.0,1.9120302656015684,False,3.69862171126042,3.4266098527561315,0.0,0.0
H1621,39,2.583937037955872,2.583937037955872,0.5518740214759439,0.0,2.032063016479928,False,3.69862171126042,2.627306479681951,0.0,0.0
H1845,39,2.68979581273313,2.68979581273313,-1.1720848622258182,0.0,3.861880674958948,False,3.93386343298766,2.627306479681951,0.0,0.0
H1853,39,2.7956545875103873,2.7956545875103873,0.23429769714417048,0.0,2.5613568903662167,False,4.169105154714899,2.627306479681951,0.0,0.0
