index,orig_letter,mutant_letter,feasible,failure_reason,pt_sha256_mutant,families_json,L_json,phase_json,seed_u64,runtime_ms
91,T,F,False,incomplete_derivation,,[],[],[],13885290452046828436,19
91,T,D,False,incomplete_derivation,,[],[],[],17309389961546799608,22
91,T,J,False,incomplete_derivation,,[],[],[],4631406082753745087,13
91,T,E,False,incomplete_derivation,,[],[],[],15448305262536098389,22
91,T,I,False,incomplete_derivation,,[],[],[],5551150228307893939,18
91,T,G,False,incomplete_derivation,,[],[],[],8166355357631383672,21
91,T,H,False,incomplete_derivation,,[],[],[],5841132961646754224,20
91,T,K,False,incomplete_derivation,,[],[],[],13145735272258490702,14
91,T,L,False,incomplete_derivation,,[],[],[],6778632931589699167,14
91,T,N,False,incomplete_derivation,,[],[],[],5488981535815834889,17
91,T,O,False,incomplete_derivation,,[],[],[],16344665565261891771,15
91,T,R,False,incomplete_derivation,,[],[],[],12325881513130760002,16
91,T,S,False,incomplete_derivation,,[],[],[],11559200836643050585,15
91,T,P,False,incomplete_derivation,,[],[],[],15969889093443523323,20
91,T,M,False,incomplete_derivation,,[],[],[],2816784018283600672,26
91,T,Q,False,incomplete_derivation,,[],[],[],13233812652488288183,23
91,T,U,False,incomplete_derivation,,[],[],[],9513578994658832376,18
91,T,V,False,incomplete_derivation,,[],[],[],17874637026449938911,17
91,T,Y,False,incomplete_derivation,,[],[],[],1967448183091965369,15
91,T,X,False,incomplete_derivation,,[],[],[],13862683701021398141,17
91,T,W,False,incomplete_derivation,,[],[],[],12148836076263831307,22
91,T,Z,False,incomplete_derivation,,[],[],[],17116345155790961215,17
92,H,A,False,incomplete_derivation,,[],[],[],7367644728772372145,19
92,H,B,False,incomplete_derivation,,[],[],[],2637428137309928797,21
92,H,C,False,incomplete_derivation,,[],[],[],15432048464052360733,18
92,H,D,False,incomplete_derivation,,[],[],[],14541666315352553578,17
92,H,F,False,incomplete_derivation,,[],[],[],8075843540978712528,16
92,H,G,False,incomplete_derivation,,[],[],[],16382660325188549934,17
92,H,E,False,incomplete_derivation,,[],[],[],8496443332357943067,23
92,H,K,False,incomplete_derivation,,[],[],[],983986307979875308,14
92,H,I,False,incomplete_derivation,,[],[],[],14479206397116681420,24
92,H,J,False,incomplete_derivation,,[],[],[],14172363541855312818,22
92,H,L,False,incomplete_derivation,,[],[],[],494713330452708324,19
92,H,M,False,incomplete_derivation,,[],[],[],15216571663801781417,16
92,H,N,False,incomplete_derivation,,[],[],[],13969409570399034371,16
92,H,O,False,incomplete_derivation,,[],[],[],17682676352805162160,19
92,H,Q,False,incomplete_derivation,,[],[],[],9663333082616610422,14
92,H,T,False,incomplete_derivation,,[],[],[],16803920136908872683,13
92,H,P,False,incomplete_derivation,,[],[],[],13791710422535154642,23
92,H,V,False,incomplete_derivation,,[],[],[],8207284912415855000,15
92,H,R,False,incomplete_derivation,,[],[],[],11436964292601630273,21
92,H,S,False,incomplete_derivation,,[],[],[],2884236750950866109,22
92,H,W,False,incomplete_derivation,,[],[],[],5972614211680933091,15
92,H,U,False,incomplete_derivation,,[],[],[],11836850486293098391,23
92,H,X,False,incomplete_derivation,,[],[],[],15959128622005396507,15
92,H,Y,False,incomplete_derivation,,[],[],[],16216270624038913788,20
92,H,Z,False,incomplete_derivation,,[],[],[],17461370372719753556,19
93,E,A,False,incomplete_derivation,,[],[],[],17483777352796276894,18
93,E,B,False,incomplete_derivation,,[],[],[],3830533639912583641,18
93,E,C,False,incomplete_derivation,,[],[],[],7359393470881552089,17
93,E,G,False,incomplete_derivation,,[],[],[],5429043902433161559,18
93,E,D,False,incomplete_derivation,,[],[],[],4237690296015780313,22
93,E,H,False,incomplete_derivation,,[],[],[],10949373058983204311,13
93,E,F,False,incomplete_derivation,,[],[],[],1818731529568133200,24
93,E,J,False,incomplete_derivation,,[],[],[],2971390016600613212,15
93,E,I,False,incomplete_derivation,,[],[],[],9284088587966972967,19
93,E,L,False,incomplete_derivation,,[],[],[],5165410322658979146,18
93,E,K,False,incomplete_derivation,,[],[],[],2704963967623665075,23
93,E,M,False,incomplete_derivation,,[],[],[],10477752318678657099,17
93,E,P,False,incomplete_derivation,,[],[],[],2909562589241428905,13
93,E,N,False,incomplete_derivation,,[],[],[],9462167765973611615,21
93,E,O,False,incomplete_derivation,,[],[],[],14515544959437581008,19
93,E,R,False,incomplete_derivation,,[],[],[],15460396472350205307,13
93,E,S,False,incomplete_derivation,,[],[],[],5998512249335374071,13
93,E,V,False,incomplete_derivation,,[],[],[],940193219062720609,13
93,E,Q,False,incomplete_derivation,,[],[],[],452896869231994733,28
93,E,W,False,incomplete_derivation,,[],[],[],16198195639594632499,14
93,E,Y,False,incomplete_derivation,,[],[],[],8075173189384477450,16
93,E,U,False,incomplete_derivation,,[],[],[],11764334679245257733,22
93,E,T,False,incomplete_derivation,,[],[],[],653355677011234874,24
93,E,X,False,incomplete_derivation,,[],[],[],6273231730631765682,18
93,E,Z,False,incomplete_derivation,,[],[],[],3089707592813308455,19
94,A,C,False,incomplete_derivation,,[],[],[],7460949441897866636,13
94,A,B,False,incomplete_derivation,,[],[],[],4462166403969727333,18
94,A,D,False,incomplete_derivation,,[],[],[],241653664264184045,18
94,A,F,False,incomplete_derivation,,[],[],[],9292800509222857432,17
94,A,E,False,incomplete_derivation,,[],[],[],16213415075121628984,19
94,A,H,False,incomplete_derivation,,[],[],[],6265687558194112284,18
94,A,J,False,incomplete_derivation,,[],[],[],13095587346684758666,14
94,A,I,False,incomplete_derivation,,[],[],[],11825225990729635896,19
94,A,G,False,incomplete_derivation,,[],[],[],5617085807001946020,25
94,A,K,False,incomplete_derivation,,[],[],[],3790349529080729311,18
94,A,L,False,incomplete_derivation,,[],[],[],1066602503465118769,15
94,A,O,False,incomplete_derivation,,[],[],[],12831521798530571655,13
94,A,N,False,incomplete_derivation,,[],[],[],10549405357107237385,19
94,A,Q,False,incomplete_derivation,,[],[],[],8736119244646296758,16
94,A,P,False,incomplete_derivation,,[],[],[],8515980806630827182,19
94,A,S,False,incomplete_derivation,,[],[],[],14243875077576337646,15
94,A,R,False,incomplete_derivation,,[],[],[],8932390432235600617,19
94,A,M,False,incomplete_derivation,,[],[],[],2566136784851908429,30
94,A,U,False,incomplete_derivation,,[],[],[],16322742593629056565,16
94,A,W,False,incomplete_derivation,,[],[],[],32656543598305638,13
94,A,T,False,incomplete_derivation,,[],[],[],8873427259847179090,26
94,A,V,False,incomplete_derivation,,[],[],[],17424072377574438611,20
94,A,Y,False,incomplete_derivation,,[],[],[],3962778360428637272,17
94,A,X,False,incomplete_derivation,,[],[],[],13271035565594723018,18
95,R,A,False,incomplete_derivation,,[],[],[],5166728487304272121,14
95,R,B,False,incomplete_derivation,,[],[],[],4206574978399130163,19
95,R,C,False,incomplete_derivation,,[],[],[],1802735006520101593,14
94,A,Z,False,incomplete_derivation,,[],[],[],3355643727962953942,26
95,R,D,False,incomplete_derivation,,[],[],[],3584952397072161212,17
95,R,H,False,incomplete_derivation,,[],[],[],12928006560835743027,14
95,R,E,False,incomplete_derivation,,[],[],[],1230522945301298293,19
95,R,G,False,incomplete_derivation,,[],[],[],8321177521381696841,17
95,R,F,False,incomplete_derivation,,[],[],[],17702522136833655788,19
95,R,I,False,incomplete_derivation,,[],[],[],5169951312766748187,19
95,R,M,False,incomplete_derivation,,[],[],[],9007607770294403882,13
95,R,L,False,incomplete_derivation,,[],[],[],5977089976843855095,18
95,R,J,False,incomplete_derivation,,[],[],[],8953313743493771751,23
95,R,K,False,incomplete_derivation,,[],[],[],6503583869031108765,23
95,R,N,False,incomplete_derivation,,[],[],[],7029025923964847713,18
95,R,P,False,incomplete_derivation,,[],[],[],14713493129372549128,18
95,R,O,False,incomplete_derivation,,[],[],[],11451913069096810564,21
95,R,Q,False,incomplete_derivation,,[],[],[],15697942896310547176,17
95,R,T,False,incomplete_derivation,,[],[],[],12110380160863893488,14
95,R,S,False,incomplete_derivation,,[],[],[],16227111238825547221,19
95,R,U,False,incomplete_derivation,,[],[],[],16837726409780575693,18
95,R,Y,False,incomplete_derivation,,[],[],[],3986601781753632958,13
95,R,V,False,incomplete_derivation,,[],[],[],3164562366522936652,21
95,R,X,False,incomplete_derivation,,[],[],[],11992535436781194915,18
95,R,W,False,incomplete_derivation,,[],[],[],11959990629133916534,24
96,C,A,False,incomplete_derivation,,[],[],[],4192968416830540173,16
96,C,E,False,incomplete_derivation,,[],[],[],6117716516715128380,13
96,C,B,False,incomplete_derivation,,[],[],[],10344443332479442529,18
95,R,Z,False,incomplete_derivation,,[],[],[],11495391851638844931,24
96,C,F,False,incomplete_derivation,,[],[],[],6931265067349854712,13
96,C,D,False,incomplete_derivation,,[],[],[],10987420403186935688,19
96,C,G,False,incomplete_derivation,,[],[],[],14858440993357746966,18
96,C,I,False,incomplete_derivation,,[],[],[],1842699718339614661,18
96,C,M,False,incomplete_derivation,,[],[],[],15927835351547390294,13
96,C,H,False,incomplete_derivation,,[],[],[],15973094834237548430,24
96,C,K,False,incomplete_derivation,,[],[],[],8260836526312173863,18
96,C,L,False,incomplete_derivation,,[],[],[],10229903858748313516,17
96,C,J,False,incomplete_derivation,,[],[],[],9911909793073714245,21
96,C,N,False,incomplete_derivation,,[],[],[],6629340937473427869,20
96,C,O,False,incomplete_derivation,,[],[],[],9917947962182085040,19
96,C,S,False,incomplete_derivation,,[],[],[],107812658973334272,14
96,C,P,False,incomplete_derivation,,[],[],[],1711419405983718621,18
96,C,T,False,incomplete_derivation,,[],[],[],136396181938593907,14
96,C,Q,False,incomplete_derivation,,[],[],[],13273796913510861291,19
96,C,R,False,incomplete_derivation,,[],[],[],17626782724964983384,19
96,C,U,False,incomplete_derivation,,[],[],[],8298127822092734690,19
96,C,V,False,incomplete_derivation,,[],[],[],4477381688521576641,20
96,C,W,False,incomplete_derivation,,[],[],[],14885227304260247110,18
96,C,X,False,incomplete_derivation,,[],[],[],13926080771471717039,14
96,C,Y,False,incomplete_derivation,,[],[],[],16746440150323563023,14
96,C,Z,False,incomplete_derivation,,[],[],[],5111833505176847836,16
