label,mode,final_score,base_score,anchor_score,ngram_score,coverage_score,compress_score,narrative_heavy
surveying_bearing,fixed,0.24206185567010305,0.22693298969072162,0.3333333333333333,0.03402061855670103,0.6079896907216495,0.10309278350515459,False
surveying_bearing,windowed,0.24206185567010305,0.22693298969072162,0.3333333333333333,0.03402061855670103,0.6079896907216495,0.10309278350515459,False
surveying_bearing,shuffled,0.27231958762886593,0.22693298969072162,1.0,0.03402061855670103,0.6079896907216495,0.10309278350515459,False
surveying_berlin,fixed,0.15064285714285713,0.15064285714285713,0.0,0.025714285714285707,0.46785714285714286,0.0,False
surveying_berlin,windowed,0.15064285714285713,0.15064285714285713,0.0,0.025714285714285707,0.46785714285714286,0.0,False
surveying_berlin,shuffled,0.17072857142857142,0.15064285714285713,0.6666666666666666,0.025714285714285707,0.46785714285714286,0.0,False
surveying_observe,fixed,0.21478571428571427,0.21478571428571427,0.0,0.03666666666666667,0.6194444444444445,0.04761904761904761,False
surveying_observe,windowed,0.21478571428571427,0.21478571428571427,0.0,0.03666666666666667,0.6194444444444445,0.04761904761904761,False
surveying_observe,shuffled,0.2577428571428571,0.21478571428571427,1.0,0.03666666666666667,0.6194444444444445,0.04761904761904761,False
