id,key1,key2,cols1,cols2,chain_type,anchors_passed,head_text,max_cc_run,four_letter_words,bigram_improvement,accepted
DT14-YARD-WEBS-7-BEAU-KRYP-dt_first,YARD,WEBSTER,7,7,beaufort,False,ZLVPKUYKHKVJUVJMMJZEM,6,,0.38,False
DT14-YARD-WEBS-7-BEAU-KRYP-beau_first,YARD,WEBSTER,7,7,beaufort,False,ILPKPVUTOWQOZVNMGLVFI,8,,-0.62,False
DT14-YARD-WEBS-7-BEAU-PALI-dt_first,YARD,WEBSTER,7,7,beaufort,False,EUIIDVYEIFVQRLLKGYYJJ,12,,0.38,False
DT14-YARD-WEBS-7-BEAU-PALI-beau_first,YARD,WEBSTER,7,7,beaufort,False,XJFTRKZPBBGYSVKVHMVYJ,21,,0.38,False
DT14-YARD-WEBS-7-BEAU-ABSC-dt_first,YARD,WEBSTER,7,7,beaufort,False,PVPCZYYAQNYSOVRVOVYSC,7,,0.38,False
DT14-YARD-WEBS-7-BEAU-ABSC-beau_first,YARD,WEBSTER,7,7,beaufort,False,HMZBTGHAIMIIOVHVGUYRW,7,,2.38,False
DT14-YARD-BERL-7-plain,YARD,BERLINCLOCK,7,7,none,False,DKLAZJGOUAUUKKMUBGXUF,3,,0.38,False
DT14-YARD-BERL-7-VIG-KRYP-dt_first,YARD,BERLINCLOCK,7,7,vigenere,False,TTNLGVOEDCFBWSCDDREGN,10,,2.38,False
DT14-YARD-BERL-7-VIG-KRYP-vig_first,YARD,BERLINCLOCK,7,7,vigenere,False,LVSQLLPEFHKGMMUBNPFFO,7,,0.38,False
DT14-YARD-BERL-7-VIG-PALI-dt_first,YARD,BERLINCLOCK,7,7,vigenere,False,OKASNUOKCHFUZCAFJCFBQ,6,,1.38,False
DT14-YARD-BERL-7-VIG-PALI-vig_first,YARD,BERLINCLOCK,7,7,vigenere,False,VVDHVJRZQLUBCZTIQOFFF,10,,0.38,False
DT14-YARD-BERL-7-VIG-ABSC-dt_first,YARD,BERLINCLOCK,7,7,vigenere,False,DJTYRROOUZCSCSUUBFFSX,6,,-0.62,False
DT14-YARD-BERL-7-VIG-ABSC-vig_first,YARD,BERLINCLOCK,7,7,vigenere,False,BSTZZHOOUASTSSUMTGFCF,6,,-0.62,False
DT14-YARD-BERL-7-BEAU-KRYP-dt_first,YARD,BERLINCLOCK,7,7,beaufort,False,HHNPUFMWXYVZEIYXXJWUN,7,,-0.62,False
DT14-YARD-BERL-7-BEAU-KRYP-beau_first,YARD,BERLINCLOCK,7,7,beaufort,False,PFIKPPLWVTQUOOGZNLVVM,8,,-0.62,False
DT14-YARD-BERL-7-BEAU-PALI-dt_first,YARD,BERLINCLOCK,7,7,beaufort,False,MQAINGMQYTVGBYAVRYVZK,10,,1.38,False
DT14-YARD-BERL-7-BEAU-PALI-beau_first,YARD,BERLINCLOCK,7,7,beaufort,False,FFXTFRJBKPGZYBHSKMVVV,21,,-0.62,False
DT14-YARD-BERL-7-BEAU-ABSC-dt_first,YARD,BERLINCLOCK,7,7,beaufort,False,XRHCJJMMGBYIYIGGZVVID,11,,0.38,False
DT14-YARD-BERL-7-BEAU-ABSC-beau_first,YARD,BERLINCLOCK,7,7,beaufort,False,ZIHBBTMMGAIHIIGOHUVYV,7,,-0.62,False
DT14-YARD-NORT-7-plain,YARD,NORTHEAST,7,7,none,False,ZAJLKSDUUKAUGOXGUBUKM,5,,-0.62,False
DT14-YARD-NORT-7-VIG-KRYP-dt_first,YARD,NORTHEAST,7,7,vigenere,False,PJLWRELKDMLBSWNPWMBWU,14,,0.38,False
DT14-YARD-NORT-7-VIG-KRYP-vig_first,YARD,NORTHEAST,7,7,vigenere,False,LQLSVBLGKMHFPEFPFNBMU,13,,0.38,False
DT14-YARD-NORT-7-VIG-PALI-dt_first,YARD,NORTHEAST,7,7,vigenere,False,KAYDYDLQCRLUVGLRCXCRX,9,,0.38,False
DT14-YARD-NORT-7-VIG-PALI-vig_first,YARD,NORTHEAST,7,7,vigenere,False,VHJDVKVBUCLQRZFOFQIZT,8,,1.38,False
DT14-YARD-NORT-7-VIG-ABSC-dt_first,YARD,NORTHEAST,7,7,vigenere,False,ZZRJCALUUJISYWFGUACIE,5,,-0.62,False
DT14-YARD-NORT-7-VIG-ABSC-vig_first,YARD,NORTHEAST,7,7,vigenere,False,ZZHTSQBTSSAUOOFGCTMSU,10,,-0.62,False
DT14-YARD-NORT-7-BEAU-KRYP-dt_first,YARD,NORTHEAST,7,7,beaufort,False,LRPEJWPQXOPZIENLEOZEG,5,,1.38,False
DT14-YARD-NORT-7-BEAU-KRYP-beau_first,YARD,NORTHEAST,7,7,beaufort,False,PKPIFZPUQOTVLWVLVNZOG,9,,0.38,False
DT14-YARD-NORT-7-BEAU-PALI-dt_first,YARD,NORTHEAST,7,7,beaufort,False,QACXCXPKYJPGFUPJYDYJD,11,,0.38,False
DT14-YARD-NORT-7-BEAU-PALI-beau_first,YARD,NORTHEAST,7,7,beaufort,False,FTRXFQFZGYPKJBVMVKSBH,21,,-0.62,False
DT14-YARD-NORT-7-BEAU-ABSC-dt_first,YARD,NORTHEAST,7,7,beaufort,False,BBJRYAPGGRSICEVUGAYSW,5,,-0.62,False
DT14-YARD-NORT-7-BEAU-ABSC-beau_first,YARD,NORTHEAST,7,7,beaufort,False,BBTHIKZHIIAGMMVUYHOIG,4,,1.38,False
DT14-YARD-YARD-7-plain,YARD,YARD,7,7,none,False,LDJAGUUAOKUKUXBMUGFKG,4,,0.38,False
DT14-YARD-YARD-7-VIG-KRYP-dt_first,YARD,YARD,7,7,vigenere,False,BMLLNGCQXMFRGFRVWRMWO,20,,2.38,False
DT14-YARD-YARD-7-VIG-KRYP-vig_first,YARD,YARD,7,7,vigenere,False,SLLQPFGHEMKMBFNUFPOVS,8,,1.38,False
DT14-YARD-YARD-7-VIG-PALI-dt_first,YARD,YARD,7,7,vigenere,False,WDYSUFCWWRFKJPPXCCNRR,16,,0.38,False
DT14-YARD-YARD-7-VIG-PALI-vig_first,YARD,YARD,7,7,vigenere,False,DVJHRQBLZCUZIFQTFOFCR,10,,0.38,False
DT14-YARD-YARD-7-VIG-ABSC-dt_first,YARD,YARD,7,7,vigenere,False,LCRYYCCAOJCIMFJMUFNIY,7,,-0.62,False
DT14-YARD-YARD-7-VIG-ABSC-vig_first,YARD,YARD,7,7,vigenere,False,TBHZOUTAOSSSMFTUCGFJE,6,,2.38,False
DT14-YARD-YARD-7-BEAU-KRYP-dt_first,YARD,YARD,7,7,beaufort,False,ZOPPNUYKDOVJUVJFEJOEM,3,,0.38,False
DT14-YARD-YARD-7-BEAU-KRYP-beau_first,YARD,YARD,7,7,beaufort,False,IPPKLVUTWOQOZVNGVLMFI,8,,0.38,False
DT14-YARD-YARD-7-BEAU-PALI-dt_first,YARD,YARD,7,7,beaufort,False,EXCIGVYEEJVQRLLDYYNJJ,12,,0.38,False
DT14-YARD-YARD-7-BEAU-PALI-beau_first,YARD,YARD,7,7,beaufort,False,XFRTJKZPBYGBSVKHVMVYJ,21,,-0.62,False
DT14-YARD-YARD-7-BEAU-ABSC-dt_first,YARD,YARD,7,7,beaufort,False,PYJCCYYAMRYSOVROGVNSC,7,,2.38,False
DT14-YARD-YARD-7-BEAU-ABSC-beau_first,YARD,YARD,7,7,beaufort,False,HZTBMGHAMIIIOVHGYUVRW,7,,0.38,False
DT14-YARD-PALI-7-plain,YARD,PALIMPSEST,7,7,none,False,UDUGUKAGOUKXUBKMKFGXJ,8,,0.38,False
DT14-YARD-PALI-7-VIG-KRYP-dt_first,YARD,PALIMPSEST,7,7,vigenere,False,KMWRBWIWXWVEGJAVMQNJR,6,,-0.62,False
DT14-YARD-PALI-7-VIG-KRYP-vig_first,YARD,PALIMPSEST,7,7,vigenere,False,KLFPGMHPEBMFFNAUVOSZQ,8,,0.38,False
DT14-YARD-PALI-7-VIG-PALI-dt_first,YARD,PALIMPSEST,7,7,vigenere,False,FDJYIVICWBVXJTYXSBOEU,11,,0.38,False
DT14-YARD-PALI-7-VIG-PALI-vig_first,YARD,PALIMPSEST,7,7,vigenere,False,UVQRBCLOZIZFFQGTCFREJ,9,,1.38,False
DT14-YARD-PALI-7-VIG-ABSC-dt_first,YARD,PALIMPSEST,7,7,vigenere,False,UCCEMSIGOTSVMJSMKEOVB,8,,0.38,False
DT14-YARD-PALI-7-VIG-ABSC-vig_first,YARD,PALIMPSEST,7,7,vigenere,False,SBUOTSAGOMSFCTSUJFEXI,6,,1.38,False
DT14-YARD-PALI-7-BEAU-KRYP-dt_first,YARD,PALIMPSEST,7,7,beaufort,False,QOEJZESEDEFWURAFOKNRJ,4,,1.38,False
DT14-YARD-PALI-7-BEAU-KRYP-beau_first,YARD,PALIMPSEST,7,7,beaufort,False,QPVLUOTLWZOVVNAGFMIBK,4,,-0.62,False
DT14-YARD-PALI-7-BEAU-PALI-dt_first,YARD,PALIMPSEST,7,7,beaufort,False,VXRCSFSYEZFDRHCDIZMWG,8,,-0.62,False
DT14-YARD-PALI-7-BEAU-PALI-beau_first,YARD,PALIMPSEST,7,7,beaufort,False,GFKJZYPMBSBVVKUHYVJWR,14,,1.38,False
DT14-YARD-PALI-7-BEAU-ABSC-dt_first,YARD,PALIMPSEST,7,7,beaufort,False,GYYWOISUMHIFORIOQWMFZ,5,,0.38,False
DT14-YARD-PALI-7-BEAU-ABSC-beau_first,YARD,PALIMPSEST,7,7,beaufort,False,IZGMHIAUMOIVYHIGRVWDS,6,,1.38,False
DT14-YARD-ABSC-7-plain,YARD,ABSCISSA,7,7,none,False,DGUUUKAOKGUXUBMFKKGXJ,8,,0.38,False
DT14-YARD-ABSC-7-VIG-KRYP-dt_first,YARD,ABSCISSA,7,7,vigenere,False,TPWFBWIETIFEGJCOMVNJR,6,,1.38,False
DT14-YARD-ABSC-7-VIG-KRYP-vig_first,YARD,ABSCISSA,7,7,vigenere,False,LPKFGMHEMPBFFNUOAVSZQ,7,,1.38,False
DT14-YARD-ABSC-7-VIG-PALI-dt_first,YARD,ABSCISSA,7,7,vigenere,False,OGJMIVIKSNFXJTAQSGOEU,7,,-0.62,False
DT14-YARD-ABSC-7-VIG-PALI-vig_first,YARD,ABSCISSA,7,7,vigenere,False,VRUQBCLZZOIFFQTFGCREJ,8,,2.38,False
DT14-YARD-ABSC-7-VIG-ABSC-dt_first,YARD,ABSCISSA,7,7,vigenere,False,DFCSMSIOKFCVMJUFKJOVB,6,,1.38,False
DT14-YARD-ABSC-7-VIG-ABSC-vig_first,YARD,ABSCISSA,7,7,vigenere,False,BOSUTSAOSGMFCTUFSJEXI,6,,1.38,False
DT14-YARD-ABSC-7-BEAU-KRYP-dt_first,YARD,ABSCISSA,7,7,beaufort,False,HLEVZESWHSVWURYMOFNRJ,6,,-0.62,False
DT14-YARD-ABSC-7-BEAU-KRYP-beau_first,YARD,ABSCISSA,7,7,beaufort,False,PLQVUOTWOLZVVNGMAFIBK,7,,0.38,False
DT14-YARD-ABSC-7-BEAU-PALI-dt_first,YARD,ABSCISSA,7,7,beaufort,False,MUROSFSQINVDRHAKIUMWG,5,,1.38,False
DT14-YARD-ABSC-7-BEAU-PALI-beau_first,YARD,ABSCISSA,7,7,beaufort,False,FJGKZYPBBMSVVKHVUYJWR,16,,-0.62,False
DT14-YARD-ABSC-7-BEAU-ABSC-dt_first,YARD,ABSCISSA,7,7,beaufort,False,XVYIOISMQVYFORGVQRMFZ,8,,-0.62,False
DT14-YARD-ABSC-7-BEAU-ABSC-beau_first,YARD,ABSCISSA,7,7,beaufort,False,ZMIGHIAMIUOVYHGVIRWDS,5,,-0.62,False
DT14-PALI-KRYP-7-plain,PALIMPSEST,KRYPTOS,7,7,none,False,IBANKWYOXTUVKGROBSUGW,4,,0.38,False
DT14-PALI-KRYP-7-VIG-KRYP-dt_first,PALIMPSEST,KRYPTOS,7,7,vigenere,False,YKCYRIGEGVFCWOHXDDBSE,6,,-0.62,False
DT14-PALI-KRYP-7-VIG-KRYP-vig_first,PALIMPSEST,KRYPTOS,7,7,vigenere,False,YJHUMYHEFFBGMPHWNZFIF,11,,0.38,False
DT14-PALI-KRYP-7-VIG-PALI-dt_first,PALIMPSEST,KRYPTOS,7,7,vigenere,False,TBPFYHGKFAFVZYFZJOCNH,9,,0.38,False
DT14-PALI-KRYP-7-VIG-PALI-vig_first,PALIMPSEST,KRYPTOS,7,7,vigenere,False,QQLYCEMZFBIDZOZCQHFRE,6,,2.38,False
DT14-PALI-KRYP-7-VIG-ABSC-dt_first,PALIMPSEST,KRYPTOS,7,7,vigenere,False,IAILCEGOXSCTCOZOBRCEO,5,,-0.62,False
DT14-PALI-KRYP-7-VIG-ABSC-vig_first,PALIMPSEST,KRYPTOS,7,7,vigenere,False,IJAFSEYOFLMDSGJWTSCOO,11,,0.38,False
DT14-PALI-KRYP-7-BEAU-KRYP-dt_first,PALIMPSEST,KRYPTOS,7,7,beaufort,False,CQYCJSUWUFVYEMTDXXZIW,6,,-0.62,False
DT14-PALI-KRYP-7-BEAU-KRYP-beau_first,PALIMPSEST,KRYPTOS,7,7,beaufort,False,CRTGOCTWVVZUOLTENBVSV,6,,2.38,False
DT14-PALI-KRYP-7-BEAU-PALI-dt_first,PALIMPSEST,KRYPTOS,7,7,beaufort,False,HZLVCTUQVAVFBCVBRMYNT,11,,-0.62,False
DT14-PALI-KRYP-7-BEAU-PALI-beau_first,PALIMPSEST,KRYPTOS,7,7,beaufort,False,KKPCYWOBVZSXBMBYKTVJW,14,,0.38,False
DT14-PALI-KRYP-7-BEAU-ABSC-dt_first,PALIMPSEST,KRYPTOS,7,7,beaufort,False,SASPYWUMDIYHYMBMZJYWM,11,,-0.62,False
DT14-PALI-KRYP-7-BEAU-ABSC-beau_first,PALIMPSEST,KRYPTOS,7,7,beaufort,False,SRAVIWCMVPOXIUREHIYMM,5,,1.38,False
DT14-PALI-WEBS-7-plain,PALIMPSEST,WEBSTER,7,7,none,False,AWIUKNBTKOYVUXBGRGUSO,5,,0.38,False
DT14-PALI-WEBS-7-VIG-KRYP-dt_first,PALIMPSEST,WEBSTER,7,7,vigenere,False,QFKFRZJJTQJCGFRPTRBEW,19,,2.38,False
DT14-PALI-WEBS-7-VIG-KRYP-vig_first,PALIMPSEST,WEBSTER,7,7,vigenere,False,HYYKMUJFMEHGBFNIHPFZW,5,,-0.62,False
DT14-PALI-WEBS-7-VIG-PALI-dt_first,PALIMPSEST,WEBSTER,7,7,vigenere,False,LWXMYYJPSVJVJPPRZCCZZ,21,,-0.62,False
DT14-PALI-WEBS-7-VIG-PALI-vig_first,PALIMPSEST,WEBSTER,7,7,vigenere,False,LEQUCYQBZZMDIFQRZOFHC,8,,1.38,False
DT14-PALI-WEBS-7-VIG-ABSC-dt_first,PALIMPSEST,WEBSTER,7,7,vigenere,False,AVQSCVJTKNGTMFJGRFCQG,20,,-0.62,False
DT14-PALI-WEBS-7-VIG-ABSC-vig_first,PALIMPSEST,WEBSTER,7,7,vigenere,False,AEISSFJLSOYDMFTOJGCSW,6,,0.38,False
DT14-PALI-WEBS-7-BEAU-KRYP-dt_first,PALIMPSEST,WEBSTER,7,7,beaufort,False,KVQVJBRRHKRYUVJLHJZWE,12,,-0.62,False
DT14-PALI-WEBS-7-BEAU-KRYP-beau_first,PALIMPSEST,WEBSTER,7,7,beaufort,False,TCCQOGRVOWTUZVNSTLVBE,8,,0.38,False
DT14-PALI-WEBS-7-BEAU-PALI-dt_first,PALIMPSEST,WEBSTER,7,7,beaufort,False,PEDOCCRLIFRFRLLJBYYBB,12,,2.38,False
DT14-PALI-WEBS-7-BEAU-PALI-beau_first,PALIMPSEST,WEBSTER,7,7,beaufort,False,PWKGYCKZBBOXSVKJBMVTY,10,,-0.62,False
DT14-PALI-WEBS-7-BEAU-ABSC-dt_first,PALIMPSEST,WEBSTER,7,7,beaufort,False,AFKIYFRHQNUHOVRUJVYKU,6,,0.38,False
DT14-PALI-WEBS-7-BEAU-ABSC-beau_first,PALIMPSEST,WEBSTER,7,7,beaufort,False,AWSIIVRPIMCXOVHMRUYIE,4,,1.38,False
DT14-PALI-BERL-7-plain,PALIMPSEST,BERLINCLOCK,7,7,none,False,IUAUUKWONTYBVKRUBGXUG,7,,1.38,False
DT14-PALI-BERL-7-VIG-KRYP-dt_first,PALIMPSEST,BERLINCLOCK,7,7,vigenere,False,YDCFBWEEWVJIHSHDDREGO,6,,1.38,False
DT14-PALI-BERL-7-VIG-KRYP-vig_first,PALIMPSEST,BERLINCLOCK,7,7,vigenere,False,YFHKGMYEUFHJGMHBNPFFI,11,,0.38,False
DT14-PALI-BERL-7-VIG-PALI-dt_first,PALIMPSEST,BERLINCLOCK,7,7,vigenere,False,TUPMIVEKVAJBKCFFJCFBR,11,,-0.62,False
DT14-PALI-BERL-7-VIG-PALI-vig_first,PALIMPSEST,BERLINCLOCK,7,7,vigenere,False,QQLUBCEZYBMQDZZIQOFFR,8,,-0.62,False
DT14-PALI-BERL-7-VIG-ABSC-dt_first,PALIMPSEST,BERLINCLOCK,7,7,vigenere,False,ITISMSEONSGZNSZUBFFSY,7,,1.38,False
DT14-PALI-BERL-7-VIG-ABSC-vig_first,PALIMPSEST,BERLINCLOCK,7,7,vigenere,False,IUASTSEOFLYJDSJMTGFCO,12,,1.38,False
DT14-PALI-BERL-7-BEAU-KRYP-dt_first,PALIMPSEST,BERLINCLOCK,7,7,beaufort,False,CXYVZEWWEFRSTITXXJWUM,5,,0.38,False
DT14-PALI-BERL-7-BEAU-KRYP-beau_first,PALIMPSEST,BERLINCLOCK,7,7,beaufort,False,CVTQUOCWGVTRUOTZNLVVS,7,,-0.62,False
DT14-PALI-BERL-7-BEAU-PALI-dt_first,PALIMPSEST,BERLINCLOCK,7,7,beaufort,False,HGLOSFWQFARZQYVVRYVZJ,11,,0.38,False
DT14-PALI-BERL-7-BEAU-PALI-beau_first,PALIMPSEST,BERLINCLOCK,7,7,beaufort,False,KKPGZYWBCZOKXBBSKMVVJ,10,,-0.62,False
DT14-PALI-BERL-7-BEAU-ABSC-dt_first,PALIMPSEST,BERLINCLOCK,7,7,beaufort,False,SHSIOIWMNIUBNIBGZVVIC,5,,0.38,False
DT14-PALI-BERL-7-BEAU-ABSC-beau_first,PALIMPSEST,BERLINCLOCK,7,7,beaufort,False,SGAIHIWMVPCRXIROHUVYM,7,,0.38,False
DT14-PALI-NORT-7-plain,PALIMPSEST,NORTHEAST,7,7,none,False,UUKAUGIBYVTNWOXGUBUKR,6,,0.38,False
DT14-PALI-NORT-7-VIG-KRYP-dt_first,PALIMPSEST,NORTHEAST,7,7,vigenere,False,KDMLBSQRHXEUIWNPWMBWZ,10,,0.38,False
DT14-PALI-NORT-7-VIG-KRYP-vig_first,PALIMPSEST,NORTHEAST,7,7,vigenere,False,GKMHFPYJHGFUYEFPFNBMH,11,,0.38,False
DT14-PALI-NORT-7-VIG-PALI-dt_first,PALIMPSEST,NORTHEAST,7,7,vigenere,False,FUZSIRQXGCENLGLRCXCRC,10,,0.38,False
DT14-PALI-NORT-7-VIG-PALI-vig_first,PALIMPSEST,NORTHEAST,7,7,vigenere,False,BUCLQRQQMDBYEZFOFQIZZ,10,,1.38,False
DT14-PALI-NORT-7-VIG-ABSC-dt_first,PALIMPSEST,NORTHEAST,7,7,vigenere,False,UTSYMOQBYUBLOWFGUACIJ,4,,0.38,False
DT14-PALI-NORT-7-VIG-ABSC-vig_first,PALIMPSEST,NORTHEAST,7,7,vigenere,False,TSSAUOIJYDLFEOFGCTMSJ,7,,-0.62,False
DT14-PALI-NORT-7-BEAU-KRYP-dt_first,PALIMPSEST,NORTHEAST,7,7,beaufort,False,QXOPZIKJTDWGSENLEOZEB,7,,1.38,False
DT14-PALI-NORT-7-BEAU-KRYP-beau_first,PALIMPSEST,NORTHEAST,7,7,beaufort,False,UQOTVLCRTUVGCWVLVNZOT,9,,0.38,False
DT14-PALI-NORT-7-BEAU-PALI-dt_first,PALIMPSEST,NORTHEAST,7,7,beaufort,False,VGBISJKDUYWNPUPJYDYJY,7,,-0.62,False
DT14-PALI-NORT-7-BEAU-PALI-beau_first,PALIMPSEST,NORTHEAST,7,7,beaufort,False,ZGYPKJKKOXZCWBVMVKSBB,12,,-0.62,False
DT14-PALI-NORT-7-BEAU-ABSC-dt_first,PALIMPSEST,NORTHEAST,7,7,beaufort,False,GHICOMKZCGZPMEVUGAYSR,8,,1.38,False
DT14-PALI-NORT-7-BEAU-ABSC-beau_first,PALIMPSEST,NORTHEAST,7,7,beaufort,False,HIIAGMSRCXPVWMVUYHOIR,11,,1.38,False
DT14-PALI-YARD-7-plain,PALIMPSEST,YARD,7,7,none,False,AIKUWNBTOVYKUXBRUGGSO,4,,-0.62,False
DT14-PALI-YARD-7-VIG-KRYP-dt_first,PALIMPSEST,YARD,7,7,vigenere,False,QRMFDZJJXXJRGFRAWRNEW,15,,1.38,False
DT14-PALI-YARD-7-VIG-KRYP-vig_first,PALIMPSEST,YARD,7,7,vigenere,False,HYMKYUJFEGHMBFNHFPIZW,9,,-0.62,False
DT14-PALI-YARD-7-VIG-PALI-dt_first,PALIMPSEST,YARD,7,7,vigenere,False,LIZMKYJPWCJKJPPCCCOZZ,16,,-0.62,False
DT14-PALI-YARD-7-VIG-PALI-vig_first,PALIMPSEST,YARD,7,7,vigenere,False,LQCUEYQBZDMZIFQZFORHC,7,,0.38,False
DT14-PALI-YARD-7-VIG-ABSC-dt_first,PALIMPSEST,YARD,7,7,vigenere,False,AHSSOVJTOUGIMFJRUFOQG,4,,-0.62,False
DT14-PALI-YARD-7-VIG-ABSC-vig_first,PALIMPSEST,YARD,7,7,vigenere,False,AISSEFJLODYSMFTJCGOSW,9,,0.38,False
DT14-PALI-YARD-7-BEAU-KRYP-dt_first,PALIMPSEST,YARD,7,7,beaufort,False,KJOVXBRRDDRJUVJAEJNWE,9,,0.38,False
DT14-PALI-YARD-7-BEAU-KRYP-beau_first,PALIMPSEST,YARD,7,7,beaufort,False,TCOQCGRVWUTOZVNTVLSBE,8,,-0.62,False
DT14-PALI-YARD-7-BEAU-PALI-dt_first,PALIMPSEST,YARD,7,7,beaufort,False,PSBOQCRLEYRQRLLYYYMBB,12,,1.38,False
DT14-PALI-YARD-7-BEAU-PALI-beau_first,PALIMPSEST,YARD,7,7,beaufort,False,PKYGWCKZBXOBSVKBVMJTY,10,,-0.62,False
DT14-PALI-YARD-7-BEAU-ABSC-dt_first,PALIMPSEST,YARD,7,7,beaufort,False,ATIIMFRHMGUSOVRJGVMKU,7,,1.38,False
DT14-PALI-YARD-7-BEAU-ABSC-beau_first,PALIMPSEST,YARD,7,7,beaufort,False,ASIIWVRPMXCIOVHRYUMIE,7,,2.38,False
DT14-PALI-PALI-7-plain,PALIMPSEST,PALIMPSEST,7,7,none,False,YINWBVTGOUKXUBWRSGOQJ,6,,0.38,False
DT14-PALI-PALI-7-VIG-KRYP-dt_first,PALIMPSEST,PALIMPSEST,7,7,vigenere,False,ORPHIHBWXWVEGJMAURVCR,6,,-0.62,False
DT14-PALI-PALI-7-VIG-KRYP-vig_first,PALIMPSEST,PALIMPSEST,7,7,vigenere,False,HYUYJGFPEBMFFNFHZIWBV,8,,1.38,False
DT14-PALI-PALI-7-VIG-PALI-dt_first,PALIMPSEST,PALIMPSEST,7,7,vigenere,False,JICOPGBCWBVXJTKCACWXU,12,,-0.62,False
DT14-PALI-PALI-7-VIG-PALI-vig_first,PALIMPSEST,PALIMPSEST,7,7,vigenere,False,MQYEQDBOZIZFFQEZHRCYU,5,,0.38,False
DT14-PALI-PALI-7-VIG-ABSC-dt_first,PALIMPSEST,PALIMPSEST,7,7,vigenere,False,YHVUTDBGOTSVMJERSFWOB,5,,2.38,False
DT14-PALI-PALI-7-VIG-ABSC-vig_first,PALIMPSEST,PALIMPSEST,7,7,vigenere,False,YIFEJDLGOMSFCTOJSOWYJ,5,,0.38,False
DT14-PALI-PALI-7-BEAU-KRYP-dt_first,PALIMPSEST,PALIMPSEST,7,7,beaufort,False,MJLTSTZEDEFWUROAGJFYJ,7,,2.38,False
DT14-PALI-PALI-7-BEAU-KRYP-beau_first,PALIMPSEST,PALIMPSEST,7,7,beaufort,False,TCGCRUVLWZOVVNVTBSEZF,7,,-0.62,False
DT14-PALI-PALI-7-BEAU-PALI-dt_first,PALIMPSEST,PALIMPSEST,7,7,beaufort,False,RSYMLUZYEZFDRHQYAYEDG,7,,1.38,False
DT14-PALI-PALI-7-BEAU-PALI-beau_first,PALIMPSEST,PALIMPSEST,7,7,beaufort,False,OKCWKXZMBSBVVKWBTJYCG,20,,1.38,False
DT14-PALI-PALI-7-BEAU-ABSC-dt_first,PALIMPSEST,PALIMPSEST,7,7,beaufort,False,CTFGHXZUMHIFORWJIVEMZ,7,,1.38,False
DT14-PALI-PALI-7-BEAU-ABSC-beau_first,PALIMPSEST,PALIMPSEST,7,7,beaufort,False,CSVWRXPUMOIVYHMRIMECR,7,,1.38,False
DT14-PALI-ABSC-7-plain,PALIMPSEST,ABSCISSA,7,7,none,False,IWYNBVTOKGUXUBRGWSOQJ,6,,-0.62,False
DT14-PALI-ABSC-7-VIG-KRYP-dt_first,PALIMPSEST,ABSCISSA,7,7,vigenere,False,YFAYIHBETIFEGJHPYDVCR,9,,2.38,False
DT14-PALI-ABSC-7-VIG-KRYP-vig_first,PALIMPSEST,ABSCISSA,7,7,vigenere,False,YYHUJGFEMPBFFNHIFZWBV,7,,0.38,False
DT14-PALI-ABSC-7-VIG-PALI-dt_first,PALIMPSEST,ABSCISSA,7,7,vigenere,False,TWNFPGBKSNFXJTFREOWXU,16,,0.38,False
DT14-PALI-ABSC-7-VIG-PALI-vig_first,PALIMPSEST,ABSCISSA,7,7,vigenere,False,QEMYQDBZZOIFFQZREHCYU,7,,2.38,False
DT14-PALI-ABSC-7-VIG-ABSC-dt_first,PALIMPSEST,ABSCISSA,7,7,vigenere,False,IVGLTDBOKFCVMJZGWRWOB,11,,2.38,False
DT14-PALI-ABSC-7-VIG-ABSC-vig_first,PALIMPSEST,ABSCISSA,7,7,vigenere,False,IEYFJDLOSGMFCTJOOSWYJ,7,,2.38,False
DT14-PALI-ABSC-7-BEAU-KRYP-dt_first,PALIMPSEST,ABSCISSA,7,7,beaufort,False,CVACSTZWHSVWURTLCXFYJ,9,,-0.62,False
DT14-PALI-ABSC-7-BEAU-KRYP-beau_first,PALIMPSEST,ABSCISSA,7,7,beaufort,False,CCTGRUVWOLZVVNTSVBEZF,9,,0.38,False
DT14-PALI-ABSC-7-BEAU-PALI-dt_first,PALIMPSEST,ABSCISSA,7,7,beaufort,False,HENVLUZQINVDRHVJWMEDG,9,,3.38,False
DT14-PALI-ABSC-7-BEAU-PALI-beau_first,PALIMPSEST,ABSCISSA,7,7,beaufort,False,KWOCKXZBBMSVVKBJWTYCG,18,,-0.62,False
DT14-PALI-ABSC-7-BEAU-ABSC-dt_first,PALIMPSEST,ABSCISSA,7,7,beaufort,False,SFUPHXZMQVYFORBUEJEMZ,9,,1.38,False
DT14-PALI-ABSC-7-BEAU-ABSC-beau_first,PALIMPSEST,ABSCISSA,7,7,beaufort,False,SWCVRXPMIUOVYHRMMIECR,8,,0.38,False
DT14-ABSC-KRYP-7-plain,ABSCISSA,KRYPTOS,7,7,none,False,OXAUKKGOWBBUILIBQNVWY,6,,0.38,False
DT14-ABSC-KRYP-7-VIG-KRYP-dt_first,ABSCISSA,KRYPTOS,7,7,vigenere,False,EGCFRWOEFDMBUTYKSYCIG,6,,-0.62,False
DT14-ABSC-KRYP-7-VIG-KRYP-vig_first,ABSCISSA,KRYPTOS,7,7,vigenere,False,EFHBMMPEENIFKUYJCUGYH,6,,1.38,False
