id,key1,key2,cols1,cols2,chain_type,anchors_passed,head_text,max_cc_run,four_letter_words,bigram_improvement,accepted
DT14-ABSC-KRYP-7-VIG-PALI-dt_first,ABSCISSA,KRYPTOS,7,7,vigenere,False,ZXPMYVOKEIMUXDWMYJDDJ,9,,1.38,False
DT14-ABSC-KRYP-7-VIG-PALI-vig_first,ABSCISSA,KRYPTOS,7,7,vigenere,False,ZFLICZOCHQJFQAQQYYJEM,6,,2.38,False
DT14-ABSC-KRYP-7-VIG-ABSC-dt_first,ABSCISSA,KRYPTOS,7,7,vigenere,False,OWISCSOOWAJSATQBQMDUQ,6,,2.38,False
DT14-ABSC-KRYP-7-VIG-ABSC-vig_first,ABSCISSA,KRYPTOS,7,7,vigenere,False,OFAMSSGWOTJCITIJYFVEY,5,,0.38,False
DT14-ABSC-KRYP-7-BEAU-KRYP-dt_first,ABSCISSA,KRYPTOS,7,7,beaufort,False,WUYVJEMWVXOZGHCQICYSU,5,,-0.62,False
DT14-ABSC-KRYP-7-BEAU-KRYP-beau_first,ABSCISSA,KRYPTOS,7,7,beaufort,False,WVTZOOLWWNSVQGCRYGUCT,12,,2.38,False
DT14-ABSC-KRYP-7-BEAU-PALI-dt_first,ABSCISSA,KRYPTOS,7,7,beaufort,False,BDLOCFMQWSOGDXEOCRXXR,6,,0.38,False
DT14-ABSC-KRYP-7-BEAU-PALI-beau_first,ABSCISSA,KRYPTOS,7,7,beaufort,False,BVPSYBMYTKRVKAKKCCRWO,13,,0.38,False
DT14-ABSC-KRYP-7-BEAU-ABSC-dt_first,ABSCISSA,KRYPTOS,7,7,beaufort,False,MESIYIMMEARIAHKZKOXGK,4,,0.38,False
DT14-ABSC-KRYP-7-BEAU-ABSC-beau_first,ABSCISSA,KRYPTOS,7,7,beaufort,False,MVAOIIUEMHRYSHSRCVFWC,13,,2.38,False
DT14-ABSC-WEBS-7-plain,ABSCISSA,WEBSTER,7,7,none,False,AKOUKUXBIOGUBWQWILVNB,4,,0.38,False
DT14-ABSC-WEBS-7-VIG-KRYP-dt_first,ABSCISSA,WEBSTER,7,7,vigenere,False,QTQFRGFRRQRBNEGFKWCZJ,13,,2.38,False
DT14-ABSC-WEBS-7-VIG-KRYP-vig_first,ABSCISSA,WEBSTER,7,7,vigenere,False,HMEKMBFNKEPFIECYYUGUJ,6,,-0.62,False
DT14-ABSC-WEBS-7-VIG-PALI-dt_first,ABSCISSA,WEBSTER,7,7,vigenere,False,LKDMYFFXQVRUQOEHQHDUM,11,,-0.62,False
DT14-ABSC-WEBS-7-VIG-PALI-vig_first,ABSCISSA,WEBSTER,7,7,vigenere,False,LZZUCIFQQCOFJHYEQAJYQ,4,,1.38,False
DT14-ABSC-WEBS-7-VIG-ABSC-dt_first,ABSCISSA,WEBSTER,7,7,vigenere,False,AJWSCCFBINOSTEYWIKDLT,7,,0.38,False
DT14-ABSC-WEBS-7-VIG-ABSC-vig_first,ABSCISSA,WEBSTER,7,7,vigenere,False,ASOSSMFTIWGCJOYEITVFJ,5,,0.38,False
DT14-ABSC-WEBS-7-BEAU-KRYP-dt_first,ABSCISSA,WEBSTER,7,7,beaufort,False,KHKVJUVJJKJZNWUVQEYBR,8,,0.38,False
DT14-ABSC-WEBS-7-BEAU-KRYP-beau_first,ABSCISSA,WEBSTER,7,7,beaufort,False,TOWQOZVNQWLVSWYCCGUGR,13,,0.38,False
DT14-ABSC-WEBS-7-BEAU-PALI-dt_first,ABSCISSA,WEBSTER,7,7,beaufort,False,PQXOCVVDKFJGKMWTKTXGO,16,,0.38,False
DT14-ABSC-WEBS-7-BEAU-PALI-beau_first,ABSCISSA,WEBSTER,7,7,beaufort,False,PBBGYSVKKYMVRTCWKARCK,17,,0.38,False
DT14-ABSC-WEBS-7-BEAU-ABSC-dt_first,ABSCISSA,WEBSTER,7,7,beaufort,False,AREIYYVZSNMIHWCESQXPH,7,,1.38,False
DT14-ABSC-WEBS-7-BEAU-ABSC-beau_first,ABSCISSA,WEBSTER,7,7,beaufort,False,AIMIIOVHSEUYRMCWSHFVR,10,,2.38,False
DT14-ABSC-BERL-7-plain,ABSCISSA,BERLINCLOCK,7,7,none,False,OUAUUKKOUBGXUIIBQLWVW,6,,1.38,False
DT14-ABSC-BERL-7-VIG-KRYP-dt_first,ABSCISSA,BERLINCLOCK,7,7,vigenere,False,EDCFBWSEDDREGQYKSWDHE,8,,2.38,False
DT14-ABSC-BERL-7-VIG-KRYP-vig_first,ABSCISSA,BERLINCLOCK,7,7,vigenere,False,EFHKGMMEBNPFFKYICUEGY,7,,0.38,False
DT14-ABSC-BERL-7-VIG-PALI-dt_first,ABSCISSA,BERLINCLOCK,7,7,vigenere,False,ZUPMIVSKCIRXJAWMYHECH,4,,1.38,False
DT14-ABSC-BERL-7-VIG-PALI-vig_first,ABSCISSA,BERLINCLOCK,7,7,vigenere,False,ZQLUBCZCIQOFFQQJYAHJE,6,,-0.62,False
DT14-ABSC-BERL-7-VIG-ABSC-dt_first,ABSCISSA,BERLINCLOCK,7,7,vigenere,False,OTISMSSOUAOVMQQBQKETO,7,,-0.62,False
DT14-ABSC-BERL-7-VIG-ABSC-vig_first,ABSCISSA,BERLINCLOCK,7,7,vigenere,False,OUASTSSWMTGFCIIJYTOVE,10,,0.38,False
DT14-ABSC-BERL-7-BEAU-KRYP-dt_first,ABSCISSA,BERLINCLOCK,7,7,beaufort,False,WXYVZEIWXXJWUKCQIEXTW,5,,0.38,False
DT14-ABSC-BERL-7-BEAU-KRYP-beau_first,ABSCISSA,BERLINCLOCK,7,7,beaufort,False,WVTQUOOWZNLVVQCSYGWUC,12,,0.38,False
DT14-ABSC-BERL-7-BEAU-PALI-dt_first,ABSCISSA,BERLINCLOCK,7,7,beaufort,False,BGLOSFIQYSJDRAEOCTWYT,6,,-0.62,False
DT14-ABSC-BERL-7-BEAU-PALI-beau_first,ABSCISSA,BERLINCLOCK,7,7,beaufort,False,BKPGZYBYSKMVVKKRCATRW,17,,0.38,False
DT14-ABSC-BERL-7-BEAU-ABSC-dt_first,ABSCISSA,BERLINCLOCK,7,7,beaufort,False,MHSIOIIMGAMFOKKZKQWHM,8,,-0.62,False
DT14-ABSC-BERL-7-BEAU-ABSC-beau_first,ABSCISSA,BERLINCLOCK,7,7,beaufort,False,MGAIHIIEOHUVYSSRCHMFW,10,,-0.62,False
DT14-ABSC-NORT-7-plain,ABSCISSA,NORTHEAST,7,7,none,False,UUKAUGOXGUBUKOWLVQBII,5,,1.38,False
DT14-ABSC-NORT-7-VIG-KRYP-dt_first,ABSCISSA,NORTHEAST,7,7,vigenere,False,KDMLBSWNPWMBWWMUXBIUQ,15,,0.38,False
DT14-ABSC-NORT-7-VIG-KRYP-vig_first,ABSCISSA,NORTHEAST,7,7,vigenere,False,GKMHFPEFPFNBMEEUGCIKY,6,,0.38,False
DT14-ABSC-NORT-7-VIG-PALI-dt_first,ABSCISSA,NORTHEAST,7,7,vigenere,False,FUZSIRWTOBMUZGKWDMJPT,9,,-0.62,False
DT14-ABSC-NORT-7-VIG-PALI-vig_first,ABSCISSA,NORTHEAST,7,7,vigenere,False,BUCLQRZFOFQIZCHAJYJQQ,6,,1.38,False
DT14-ABSC-NORT-7-VIG-ABSC-dt_first,ABSCISSA,NORTHEAST,7,7,vigenere,False,UTSYMOWXGTJSCWELVPJGA,8,,-0.62,False
DT14-ABSC-NORT-7-VIG-ABSC-vig_first,ABSCISSA,NORTHEAST,7,7,vigenere,False,TSSAUOOFGCTMSWOTVYJII,7,,-0.62,False
DT14-ABSC-NORT-7-BEAU-KRYP-dt_first,ABSCISSA,NORTHEAST,7,7,beaufort,False,QXOPZIENLEOZEEOGDZSGK,6,,2.38,False
DT14-ABSC-NORT-7-BEAU-KRYP-beau_first,ABSCISSA,NORTHEAST,7,7,beaufort,False,UQOTVLWVLVNZOWWGUYSQC,9,,1.38,False
DT14-ABSC-NORT-7-BEAU-PALI-dt_first,ABSCISSA,NORTHEAST,7,7,beaufort,False,VGBISJEHMZOGBUQEXORLH,3,,-0.62,False
DT14-ABSC-NORT-7-BEAU-PALI-beau_first,ABSCISSA,NORTHEAST,7,7,beaufort,False,ZGYPKJBVMVKSBYTARCRKK,15,,0.38,False
DT14-ABSC-NORT-7-BEAU-ABSC-dt_first,ABSCISSA,NORTHEAST,7,7,beaufort,False,GHICOMEDUHRIYEWPFLRUA,5,COME,0.38,False
DT14-ABSC-NORT-7-BEAU-ABSC-beau_first,ABSCISSA,NORTHEAST,7,7,beaufort,False,HIIAGMMVUYHOIEMHFCRSS,7,,1.38,False
DT14-ABSC-YARD-7-plain,ABSCISSA,YARD,7,7,none,False,AOKUKUXBOUGIBWQIVLWNB,5,,0.38,False
DT14-ABSC-YARD-7-VIG-KRYP-dt_first,ABSCISSA,YARD,7,7,vigenere,False,QXMFRGFRXWRPNEGRXWDZJ,13,,2.38,False
DT14-ABSC-YARD-7-VIG-KRYP-vig_first,ABSCISSA,YARD,7,7,vigenere,False,HEMKMBFNEFPKIECYGUYUJ,6,,0.38,False
DT14-ABSC-YARD-7-VIG-PALI-dt_first,ABSCISSA,YARD,7,7,vigenere,False,LOZMYFFXWBRIQOETDHEUM,9,,0.38,False
DT14-ABSC-YARD-7-VIG-PALI-vig_first,ABSCISSA,YARD,7,7,vigenere,False,LZCUZIFQCFOQJHYQJAEYQ,6,,0.38,False
DT14-ABSC-YARD-7-VIG-ABSC-dt_first,ABSCISSA,YARD,7,7,vigenere,False,ANSSCCFBOTOGTEYIVKELT,7,,0.38,False
DT14-ABSC-YARD-7-VIG-ABSC-vig_first,ABSCISSA,YARD,7,7,vigenere,False,AOSSSMFTWCGIJOYIVTEFJ,9,,0.38,False
DT14-ABSC-YARD-7-BEAU-KRYP-dt_first,ABSCISSA,YARD,7,7,beaufort,False,KDOVJUVJDEJLNWUJDEXBR,4,,0.38,False
DT14-ABSC-YARD-7-BEAU-KRYP-beau_first,ABSCISSA,YARD,7,7,beaufort,False,TWOQOZVNWVLQSWYCUGCGR,11,,-0.62,False
DT14-ABSC-YARD-7-BEAU-PALI-dt_first,ABSCISSA,YARD,7,7,beaufort,False,PMBOCVVDEZJSKMWHXTWGO,11,,1.38,False
DT14-ABSC-YARD-7-BEAU-PALI-beau_first,ABSCISSA,YARD,7,7,beaufort,False,PBYGBSVKYVMKRTCKRAWCK,17,,-0.62,False
DT14-ABSC-YARD-7-BEAU-ABSC-dt_first,ABSCISSA,YARD,7,7,beaufort,False,ANIIYYVZMHMUHWCSFQWPH,9,,0.38,False
DT14-ABSC-YARD-7-BEAU-ABSC-beau_first,ABSCISSA,YARD,7,7,beaufort,False,AMIIIOVHEYUSRMCSFHWVR,10,,1.38,False
DT14-ABSC-PALI-7-plain,ABSCISSA,PALIMPSEST,7,7,none,False,GOUKXUBLOBIWVQYINWBVT,5,,0.38,False
DT14-ABSC-PALI-7-VIG-KRYP-dt_first,ABSCISSA,PALIMPSEST,7,7,vigenere,False,WXWVEGJBXDTDHYORPHIHB,9,,-0.62,False
DT14-ABSC-PALI-7-VIG-KRYP-vig_first,ABSCISSA,PALIMPSEST,7,7,vigenere,False,PEBMFFNUEIKEGCHYUYJGF,5,,1.38,False
DT14-ABSC-PALI-7-VIG-PALI-dt_first,ABSCISSA,PALIMPSEST,7,7,vigenere,False,ROJCLFJHWITWKIMTVSJCE,7,,-0.62,False
DT14-ABSC-PALI-7-VIG-PALI-vig_first,ABSCISSA,PALIMPSEST,7,7,vigenere,False,OZIZFFQACJQHJYMQYEQDB,9,,0.38,False
DT14-ABSC-PALI-7-VIG-ABSC-dt_first,ABSCISSA,PALIMPSEST,7,7,vigenere,False,GNCIPCJLOAQUNYGINVJTL,5,,2.38,False
DT14-ABSC-PALI-7-VIG-ABSC-vig_first,ABSCISSA,PALIMPSEST,7,7,vigenere,False,GOMSFCTTWJIOVYYIFEJDL,8,,0.38,False
DT14-ABSC-PALI-7-BEAU-KRYP-dt_first,ABSCISSA,PALIMPSEST,7,7,beaufort,False,EDEFWURZDXHXTCMJLTSTZ,15,,2.38,False
DT14-ABSC-PALI-7-BEAU-KRYP-beau_first,ABSCISSA,PALIMPSEST,7,7,beaufort,False,LWZOVVNGWSQWUYTCGCRUV,8,,-0.62,False
DT14-ABSC-PALI-7-BEAU-PALI-dt_first,ABSCISSA,PALIMPSEST,7,7,beaufort,False,JMRYPVRTESHEQSOHFIRYW,8,,0.38,False
DT14-ABSC-PALI-7-BEAU-PALI-beau_first,ABSCISSA,PALIMPSEST,7,7,beaufort,False,MBSBVVKAYRKTRCOKCWKXZ,7,,1.38,False
DT14-ABSC-PALI-7-BEAU-ABSC-dt_first,ABSCISSA,PALIMPSEST,7,7,beaufort,False,UNYSLYRPMAKGNCUSNFRHP,8,,1.38,False
DT14-ABSC-PALI-7-BEAU-ABSC-beau_first,ABSCISSA,PALIMPSEST,7,7,beaufort,False,UMOIVYHHERSMFCCSVWRXP,12,,1.38,False
DT14-ABSC-ABSC-7-plain,ABSCISSA,ABSCISSA,7,7,none,False,OKGUXUBOILBWVQIWYNBVT,6,,-0.62,False
DT14-ABSC-ABSC-7-VIG-KRYP-dt_first,ABSCISSA,ABSCISSA,7,7,vigenere,False,ETIFEGJERNMDHYYFAYIHB,8,,1.38,False
DT14-ABSC-ABSC-7-VIG-KRYP-vig_first,ABSCISSA,ABSCISSA,7,7,vigenere,False,EMPBFFNEKUIEGCYYHUJGF,6,,0.38,False
DT14-ABSC-ABSC-7-VIG-PALI-dt_first,ABSCISSA,ABSCISSA,7,7,vigenere,False,ZKVMLFJKQSMWKIWHGJJCE,13,,1.38,False
DT14-ABSC-ABSC-7-VIG-PALI-vig_first,ABSCISSA,ABSCISSA,7,7,vigenere,False,ZZOIFFQCQAJHJYQEMYQDB,5,,2.38,False
DT14-ABSC-ABSC-7-VIG-ABSC-dt_first,ABSCISSA,ABSCISSA,7,7,vigenere,False,OJOSPCJOIKJUNYQWYMJTL,9,,2.38,False
DT14-ABSC-ABSC-7-VIG-ABSC-vig_first,ABSCISSA,ABSCISSA,7,7,vigenere,False,OSGMFCTWITJOVYIEYFJDL,7,,2.38,False
DT14-ABSC-ABSC-7-BEAU-KRYP-dt_first,ABSCISSA,ABSCISSA,7,7,beaufort,False,WHSVWURWJNOXTCCVACSTZ,5,,-0.62,False
DT14-ABSC-ABSC-7-BEAU-KRYP-beau_first,ABSCISSA,ABSCISSA,7,7,beaufort,False,WOLZVVNWQGSWUYCCTGRUV,10,,0.38,False
DT14-ABSC-ABSC-7-BEAU-PALI-dt_first,ABSCISSA,ABSCISSA,7,7,beaufort,False,BQFOPVRQKIOEQSETURRYW,5,,0.38,False
DT14-ABSC-ABSC-7-BEAU-PALI-beau_first,ABSCISSA,ABSCISSA,7,7,beaufort,False,BBMSVVKYKARTRCKWOCKXZ,9,,-0.62,False
DT14-ABSC-ABSC-7-BEAU-ABSC-dt_first,ABSCISSA,ABSCISSA,7,7,beaufort,False,MRMILYRMSQRGNCKECORHP,11,,1.38,False
DT14-ABSC-ABSC-7-BEAU-ABSC-beau_first,ABSCISSA,ABSCISSA,7,7,beaufort,False,MIUOVYHESHRMFCSWCVRXP,13,,0.38,False
