label,delta_vs_windowed,delta_vs_shuffled,pass_deltas,p_value,pass_nulls,tie_rate,pass_orbits
C11_000,0.0,0.0,False,,,,
C11_001,0.0,0.0,False,,,,
C11_002,0.0,0.0,False,,,,
C11_003,0.0,0.0,False,,,,
C11_004,0.0,0.0,False,,,,
C11_005,0.0,0.0,False,,,,
C11_006,0.0,0.0,False,,,,
C11_007,0.0,0.0,False,,,,
C11_008,0.0,0.0,False,,,,
C11_009,0.0,0.0,False,,,,
C11_010,0.0,0.0,False,,,,
C11_011,0.0,0.0,False,,,,
C11_012,0.0,0.0,False,,,,
C11_013,0.0,0.0,False,,,,
C11_014,0.0,0.0,False,,,,
C11_015,0.0,0.0,False,,,,
C11_016,0.0,0.0,False,,,,
C11_017,0.0,0.0,False,,,,
C11_018,0.0,0.0,False,,,,
C11_019,0.0,0.0,False,,,,
C11_020,0.0,0.0,False,,,,
C11_021,0.0,0.0,False,,,,
C11_022,0.0,0.0,False,,,,
C11_023,0.0,0.0,False,,,,
C11_024,0.0,0.0,False,,,,
C11_025,0.0,0.0,False,,,,
C11_026,0.0,0.0,False,,,,
C11_027,0.0,0.0,False,,,,
C11_028,0.0,0.0,False,,,,
C11_029,0.0,0.0,False,,,,
C11_030,0.0,0.0,False,,,,
C11_031,0.0,0.0,False,,,,
C11_032,0.0,0.0,False,,,,
C11_033,0.0,0.0,False,,,,
C11_034,0.0,0.0,False,,,,
C11_035,0.0,0.0,False,,,,
C11_036,0.0,0.0,False,,,,
C11_037,0.0,0.0,False,,,,
C11_038,0.0,0.0,False,,,,
C11_039,0.0,0.0,False,,,,
C11_040,0.0,0.0,False,,,,
C11_041,0.0,0.0,False,,,,
C11_042,0.0,0.0,False,,,,
C11_043,0.0,0.0,False,,,,
C11_044,0.0,0.0,False,,,,
C11_045,0.0,0.0,False,,,,
C11_046,0.0,0.0,False,,,,
C11_047,0.0,0.0,False,,,,
C11_048,0.0,0.0,False,,,,
C11_049,0.0,0.0,False,,,,
C11_050,0.0,0.0,False,,,,
C11_051,0.0,0.0,False,,,,
C11_052,0.0,0.0,False,,,,
C11_053,0.0,0.0,False,,,,
C11_054,0.0,0.0,False,,,,
C11_055,0.0,0.0,False,,,,
C11_056,0.0,0.0,False,,,,
C11_057,0.0,0.0,False,,,,
C11_058,0.0,0.0,False,,,,
C11_059,0.0,0.0,False,,,,
C11_060,0.0,0.0,False,,,,
C11_061,0.0,0.0,False,,,,
C11_062,0.0,0.0,False,,,,
C11_063,0.0,0.0,False,,,,
C11_064,0.0,0.0,False,,,,
C11_065,0.0,0.0,False,,,,
C11_066,0.0,0.0,False,,,,
C11_067,0.0,0.0,False,,,,
C11_068,0.0,0.0,False,,,,
C11_069,0.0,0.0,False,,,,
C11_070,0.0,0.0,False,,,,
C11_071,0.0,0.0,False,,,,
C11_072,0.0,0.0,False,,,,
C11_073,0.0,0.0,False,,,,
C11_074,0.0,0.0,False,,,,
C11_075,0.0,0.0,False,,,,
C11_076,0.0,0.0,False,,,,
C11_077,0.0,0.0,False,,,,
C11_078,0.0,0.0,False,,,,
C11_079,0.0,0.0,False,,,,
C11_080,0.0,0.0,False,,,,
C11_081,0.0,0.0,False,,,,
C11_082,0.0,0.0,False,,,,
C11_083,0.0,0.0,False,,,,
C11_084,0.0,0.0,False,,,,
C11_085,0.0,0.0,False,,,,
C11_086,0.0,0.0,False,,,,
C11_087,0.0,0.0,False,,,,
C11_088,0.0,0.0,False,,,,
C11_089,0.0,0.0,False,,,,
C11_090,0.0,0.0,False,,,,
C11_091,0.0,0.0,False,,,,
C11_092,0.0,0.0,False,,,,
C11_093,0.0,0.0,False,,,,
C11_094,0.0,0.0,False,,,,
C11_095,0.0,0.0,False,,,,
C11_096,0.0,0.0,False,,,,
C11_097,0.0,0.0,False,,,,
C11_098,0.0,0.0,False,,,,
C11_099,0.0,0.0,False,,,,
