label,category,delta_vs_shuffled_fixed,delta_vs_shuffled_r1,delta_vs_shuffled_r2,delta_vs_shuffled_r3,delta_vs_shuffled_r4,delta_vs_fixed_r1,delta_vs_fixed_r2,delta_vs_fixed_r3,delta_vs_fixed_r4,anchor_score_fixed,anchor_score_r1,anchor_score_r2,anchor_score_r3,anchor_score_r4,anchor_delta_fixed_r1,anchor_delta_fixed_r2,anchor_delta_fixed_r3,anchor_delta_fixed_r4
CORRIDOR_SHIFT-3_011,SHIFT-3,0.0,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
CORRIDOR_TYPO2_085,TYPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_SHIFT-2_018,SHIFT-2,0.0,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5
CORRIDOR_BERLINCLOCK_SHIFT-2_064,BERLINCLOCK,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.11666666666666671,0.125,0.0,0.0,0.016666666666666732,0.025000000000000036,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_COMBO_SHIFT-1_TYPO_086,COMBO,0.050000000000000044,0.09999999999999998,0.09999999999999998,0.1166666666666667,0.125,0.04999999999999993,0.04999999999999993,0.06666666666666665,0.07499999999999996,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.5
CORRIDOR_SHIFT-3_012,SHIFT-3,0.0,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
CORRIDOR_NORTHEAST_SHIFT-1_057,NORTHEAST,0.050000000000000044,0.10999999999999999,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.05999999999999994,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.7333333333333334,0.5,0.5555555555555556,0.5833333333333334,0.4000000000000001,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_PERFECT_000,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_TYPO1_080,TYPO1,0.0,0.10499999999999998,0.0,0.0,0.0,0.10499999999999998,0.0,0.0,0.0,0.0,0.6999999999999998,0.0,0.0,0.0,0.6999999999999998,0.0,0.0,0.0
CORRIDOR_SHIFT+3_035,SHIFT+3,0.0,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.0,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667
CORRIDOR_COMBO_SHIFT-1_TYPO_088,COMBO,0.050000000000000044,0.08499999999999996,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.03499999999999992,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.5666666666666667,0.5,0.5555555555555556,0.5833333333333334,0.23333333333333334,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_EAST_SHIFT-2_041,EAST,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.11666666666666671,0.125,0.0,0.0,0.01666666666666672,0.025000000000000022,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_EAST_SHIFT+2_051,EAST,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
CORRIDOR_NORTHEAST_SHIFT+1_059,NORTHEAST,0.10000000000000009,0.125,0.125,0.1333333333333333,0.13749999999999996,0.02499999999999991,0.02499999999999991,0.033333333333333215,0.03749999999999987,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_BERLINCLOCK_SHIFT+1_071,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_K4_PURE_004,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_PERFECT_008,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_TYPO1_079,TYPO1,0.0,0.03499999999999992,0.0,0.0,0.0,0.03499999999999992,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0
CORRIDOR_BERLINCLOCK_SHIFT+2_075,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_NORTHEAST_SHIFT+2_061,NORTHEAST,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.1166666666666667,0.125,0.0,0.0,0.016666666666666607,0.02499999999999991,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_K4_PURE_003,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_SHIFT-1_022,SHIFT-1,0.0,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.0,0.5,0.5,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.75
CORRIDOR_NORTHEAST_SHIFT-2_054,NORTHEAST,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.06666666666666665,0.07499999999999996,0.0,0.0,0.016666666666666607,0.02499999999999991,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.5,0.0,0.0,0.11111111111111116,0.16666666666666669
CORRIDOR_BERLINCLOCK_SHIFT+2_074,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_SHIFT-2_019,SHIFT-2,0.0,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5
CORRIDOR_BERLINCLOCK_SHIFT+1_070,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_PERFECT_002,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_SHIFT+2_033,SHIFT+2,0.0,0.025000000000000022,0.025000000000000022,0.06666666666666665,0.08750000000000002,0.025000000000000022,0.025000000000000022,0.06666666666666665,0.08750000000000002,0.0,0.16666666666666666,0.16666666666666666,0.4444444444444445,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.4444444444444445,0.5833333333333334
CORRIDOR_COMBO_SHIFT+1_TYPO_095,COMBO,0.050000000000000044,0.07499999999999996,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.02499999999999991,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.5,0.5,0.5555555555555556,0.5833333333333334,0.16666666666666669,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_COMBO_SHIFT+1_TYPO_091,COMBO,0.050000000000000044,0.07499999999999996,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.02499999999999991,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.5,0.5,0.5555555555555556,0.5833333333333334,0.16666666666666669,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_EAST_SHIFT+2_049,EAST,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
CORRIDOR_PERFECT_003,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_SHIFT-2_015,SHIFT-2,0.0,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5
CORRIDOR_BERLINCLOCK_SHIFT+2_073,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_SHIFT+1_026,SHIFT+1,0.0,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.0,0.5,0.5,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.75
CORRIDOR_EAST_SHIFT-2_042,EAST,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.11666666666666671,0.125,0.0,0.0,0.01666666666666672,0.025000000000000022,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_BERLINCLOCK_SHIFT-1_068,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_SHIFT+3_036,SHIFT+3,0.0,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.0,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667
CORRIDOR_COMBO_SHIFT-1_TYPO_090,COMBO,0.050000000000000044,0.08499999999999996,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.03499999999999992,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.5666666666666667,0.5,0.5555555555555556,0.5833333333333334,0.23333333333333334,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_EAST_SHIFT+2_050,EAST,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
CORRIDOR_PERFECT_009,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_TYPO2_083,TYPO2,0.0,0.0349999999999997,0.0,0.0,0.0,0.0349999999999997,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0
CORRIDOR_TYPO2_082,TYPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_K4_PURE_001,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_NORTHEAST_SHIFT+2_062,NORTHEAST,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.1166666666666667,0.125,0.0,0.0,0.016666666666666607,0.02499999999999991,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_EAST_SHIFT-1_044,EAST,0.09999999999999999,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.03749999999999998,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_BERLINCLOCK_SHIFT-1_069,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_SHIFT-2_017,SHIFT-2,0.0,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5
CORRIDOR_BERLINCLOCK_SHIFT-2_066,BERLINCLOCK,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.11666666666666671,0.125,0.0,0.0,0.016666666666666732,0.025000000000000036,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_TYPO2_081,TYPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_NORTHEAST_SHIFT-2_052,NORTHEAST,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.06666666666666665,0.07499999999999996,0.0,0.0,0.016666666666666607,0.02499999999999991,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.5,0.0,0.0,0.11111111111111116,0.16666666666666669
CORRIDOR_NORTHEAST_SHIFT-2_053,NORTHEAST,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.06666666666666665,0.07499999999999996,0.0,0.0,0.016666666666666607,0.02499999999999991,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.5,0.0,0.0,0.11111111111111116,0.16666666666666669
CORRIDOR_COMBO_SHIFT+1_TYPO_094,COMBO,0.050000000000000044,0.07499999999999996,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.02499999999999991,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.5,0.5,0.5555555555555556,0.5833333333333334,0.16666666666666669,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_SHIFT-2_016,SHIFT-2,0.0,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.050000000000000044,0.07499999999999996,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5
CORRIDOR_SHIFT+3_039,SHIFT+3,0.0,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.0,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667
CORRIDOR_BERLINCLOCK_SHIFT+1_072,BERLINCLOCK,0.09999999999999998,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000036,0.025000000000000036,0.03333333333333334,0.03749999999999999,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_EAST_SHIFT+1_048,EAST,0.09999999999999998,0.11,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.010000000000000023,0.0,0.0,0.0,0.6666666666666666,0.7333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06666666666666676,0.0,0.0,0.0
CORRIDOR_EAST_SHIFT-1_045,EAST,0.09999999999999999,0.125,0.125,0.1333333333333333,0.13749999999999996,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.03749999999999998,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_SHIFT-1_023,SHIFT-1,0.0,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.0,0.5,0.5,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.75
CORRIDOR_PERFECT_006,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_NORTHEAST_SHIFT-1_055,NORTHEAST,0.050000000000000044,0.10999999999999999,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.05999999999999994,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.7333333333333334,0.5,0.5555555555555556,0.5833333333333334,0.4000000000000001,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_SHIFT+3_037,SHIFT+3,0.0,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.025000000000000022,0.025000000000000022,0.033333333333333326,0.0625,0.0,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.22222222222222224,0.4166666666666667
CORRIDOR_PERFECT_001,PERFECT,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORRIDOR_K4_PURE_002,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_K4_PURE_000,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRIDOR_TYPO1_078,TYPO1,0.050000000000000044,0.05999999999999994,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.009999999999999898,0.0,0.0,0.0,0.3333333333333333,0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666665,0.0,0.0,0.0
