label,delta_vs_windowed,delta_vs_shuffled,pass_deltas,p_value,pass_nulls,tie_rate,pass_orbits
C15_000,0.0,0.0,False,,,,
C15_001,0.0,0.0,False,,,,
C15_002,0.0,0.0,False,,,,
C15_003,0.0,0.0,False,,,,
C15_004,0.0,0.0,False,,,,
C15_005,0.0,0.0,False,,,,
C15_006,0.0,0.0,False,,,,
C15_007,0.0,0.0,False,,,,
C15_008,0.0,0.0,False,,,,
C15_009,0.0,0.0,False,,,,
C15_010,0.0,0.0,False,,,,
C15_011,0.0,0.0,False,,,,
C15_012,0.0,0.0,False,,,,
C15_013,0.0,0.0,False,,,,
C15_014,0.0,0.0,False,,,,
C15_015,0.0,0.0,False,,,,
C15_016,0.0,0.0,False,,,,
C15_017,0.0,0.0,False,,,,
C15_018,0.0,0.0,False,,,,
C15_019,0.0,0.0,False,,,,
C15_020,0.0,0.0,False,,,,
C15_021,0.0,0.0,False,,,,
C15_022,0.0,0.0,False,,,,
C15_023,0.0,0.0,False,,,,
C15_024,0.0,0.0,False,,,,
C15_025,0.0,0.0,False,,,,
C15_026,0.0,0.0,False,,,,
C15_027,0.0,0.0,False,,,,
C15_028,0.0,0.0,False,,,,
C15_029,0.0,0.0,False,,,,
C15_030,0.0,0.0,False,,,,
C15_031,0.0,0.0,False,,,,
C15_032,0.0,0.0,False,,,,
C15_033,0.0,0.0,False,,,,
C15_034,0.0,0.0,False,,,,
C15_035,0.0,0.0,False,,,,
C15_036,0.0,0.0,False,,,,
C15_037,0.0,0.0,False,,,,
C15_038,0.0,0.0,False,,,,
C15_039,0.0,0.0,False,,,,
C15_040,0.0,0.0,False,,,,
C15_041,0.0,0.0,False,,,,
C15_042,0.0,0.0,False,,,,
C15_043,0.0,0.0,False,,,,
C15_044,0.0,0.0,False,,,,
C15_045,0.0,0.0,False,,,,
C15_046,0.0,0.0,False,,,,
C15_047,0.0,0.0,False,,,,
C15_048,0.0,0.0,False,,,,
C15_049,0.0,0.0,False,,,,
C15_050,0.0,0.0,False,,,,
C15_051,0.0,0.0,False,,,,
C15_052,0.0,0.0,False,,,,
C15_053,0.0,0.0,False,,,,
C15_054,0.0,0.0,False,,,,
C15_055,0.0,0.0,False,,,,
C15_056,0.0,0.0,False,,,,
C15_057,0.0,0.0,False,,,,
C15_058,0.0,0.0,False,,,,
C15_059,0.0,0.0,False,,,,
C15_060,0.0,0.0,False,,,,
C15_061,0.0,0.0,False,,,,
C15_062,0.0,0.0,False,,,,
C15_063,0.0,0.0,False,,,,
C15_064,0.0,0.0,False,,,,
C15_065,0.0,0.0,False,,,,
C15_066,0.0,0.0,False,,,,
C15_067,0.0,0.0,False,,,,
C15_068,0.0,0.0,False,,,,
C15_069,0.0,0.0,False,,,,
C15_070,0.0,0.0,False,,,,
C15_071,0.0,0.0,False,,,,
C15_072,0.0,0.0,False,,,,
C15_073,0.0,0.0,False,,,,
C15_074,0.0,0.0,False,,,,
C15_075,0.0,0.0,False,,,,
C15_076,0.0,0.0,False,,,,
C15_077,0.0,0.0,False,,,,
C15_078,0.0,0.0,False,,,,
C15_079,0.0,0.0,False,,,,
C15_080,0.0,0.0,False,,,,
C15_081,0.0,0.0,False,,,,
C15_082,0.0,0.0,False,,,,
C15_083,0.0,0.0,False,,,,
C15_084,0.0,0.0,False,,,,
C15_085,0.0,0.0,False,,,,
C15_086,0.0,0.0,False,,,,
C15_087,0.0,0.0,False,,,,
C15_088,0.0,0.0,False,,,,
C15_089,0.0,0.0,False,,,,
C15_090,0.0,0.0,False,,,,
C15_091,0.0,0.0,False,,,,
C15_092,0.0,0.0,False,,,,
C15_093,0.0,0.0,False,,,,
C15_094,0.0,0.0,False,,,,
C15_095,0.0,0.0,False,,,,
C15_096,0.0,0.0,False,,,,
C15_097,0.0,0.0,False,,,,
C15_098,0.0,0.0,False,,,,
C15_099,0.0,0.0,False,,,,
