path,params,M,M_scoreable,score,p_raw,p_adj,replicated
mod_k_residue,{'k': 5},20,16,0.023465321025660055,0.000999000999000999,0.006993006993006993,True
mod_k_residue,{'k': 6},17,13,0.013064901598328309,0.000999000999000999,0.006993006993006993,True
mod_k_residue,{'k': 7},14,10,0.017644000821805242,0.000999000999000999,0.006993006993006993,True
mod_k_residue,{'k': 8},13,9,0.009368193200631349,0.001998001998001998,0.013986013986013986,True
mod_k_residue,{'k': 9},11,8,0.01334520968694204,0.000999000999000999,0.006993006993006993,True
mod_k_residue,{'k': 10},10,8,0.01655443818400118,0.000999000999000999,0.006993006993006993,True
mod_k_residue,{'k': 11},9,6,0.013372593500942496,0.001998001998001998,0.013986013986013986,True
